"","Country","country_region_code","sub_region_1","sub_region_2","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"49","Gabon","GA","","","2020-04-11",-32,-13,-23,-39,-23,18,-26,2020-04-11,"",NA,"None","","No",2020-03-13,2020-03-13,238,3,0,0,NA,16,16,NA,NA,NA,NA,NA,33.9672131147541,34.75,33.1034482758621,-1.64655172413793,76.2786885245902,72.1875,80.7931034482759,8.60560344827586,"GAB","GDP per capita, PPP (constant 2011 international $)",15861.58536,"Unemployment, total (% of total labor force) (modeled ILO estimate)",20.00399971,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",49.9,"Population ages 15-64 (% of total population)",59.41022284,"Population ages 65 and above (% of total population)",3.563907468,9.67165544984012,"Gabon","Hospital beds (per 1,000 people)",NA,2017,50.66,60,"GAB",-0.7061859,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1424906,267667,5.3,0.33,0,53.64,5500,63.2,27.4,1.26,0.66,98.08,2,36.16,12.25,0.061,0.592,0.348,2.10540204055566e-06,0.000167028561884082,-13.0710041159287,0,NA
"50","Georgia","GE","","","2020-04-11",-68,-39,-25,-57,-50,16,-47.8,2020-04-11,"",2020-03-22,"Partial","https://www.garda.com/crisis24/news-alerts/325581/georgia-government-places-two-cities-on-lockdown-march-22-update-6","Yes",2020-02-27,2020-02-27,511,6,0,7,60,31,31,8.69363167,4.834934498,2.601345669,7.176076555,6,7.78688524590164,3.6875,12.3103448275862,8.62284482758621,75.8360655737705,80.15625,71.0689655172414,-9.08728448275862,"GEO","GDP per capita, PPP (constant 2011 international $)",10651.94209,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.39799976,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.7,"Population ages 15-64 (% of total population)",65.33926797,"Population ages 65 and above (% of total population)",14.86549143,9.27349751038131,"Georgia","Hospital beds (per 1,000 people)",2.6,2017,62.19,62,"GEO",0.3280484,"GEO",-0.48542792,-0.08132492,0.56275272,-0.25436422,0.62781996,-0.20484574,"C.W. OF IND. STATES ",4661473,69700,66.9,0.44,-4.7,18.59,2500,99,146.6,11.44,3.86,84.7,3,10.41,9.23,0.172,0.275,0.553,1.28714678815044e-06,0.000109622001457479,-13.5630825813471,0,NA
"51","Germany","DE","","","2020-04-11",-56,0,35,-48,-29,10,-19.6,2020-04-11,"",2020-03-20,"Full","https://www.politico.eu/article/german-state-of-bavaria-heads-for-full-coronavirus-lockdown/","Yes",2020-01-28,2020-01-28,157641,6115,13,9,58,61,61,8.929064039,7.187779434,1.87709773,8.21112767,6,7.9344262295082,6.84375,9.13793103448276,2.29418103448276,81.8852459016394,81.71875,82.0689655172414,0.350215517241381,"DEU","GDP per capita, PPP (constant 2011 international $)",45936.18271,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.042999983,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.8,"Population ages 15-64 (% of total population)",64.9170079,"Population ages 65 and above (% of total population)",21.461962,10.7350083798434,"Germany","Hospital beds (per 1,000 people)",8.3,NA,NA,NA,"DEU",1.630446,"DEU",0.62439817,-0.044485882,-0.079865031,-0.29426524,-0.051002067,-0.11882253,"WESTERN EUROPE                     ",82422299,357021,230.9,0.67,2.18,4.16,27600,99,667.9,33.85,0.59,65.56,3,8.25,10.62,0.009,0.296,0.695,7.4191087535668e-05,0.00191260134590519,-9.50886652907977,1.57724307107716e-07,-15.6624172197395
"52","Ghana","GH","","","2020-04-11",-54,-40,-34,-58,-25,22,-42.2,2020-04-11,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Ghana","Yes",2020-03-13,2020-03-13,1671,16,0,14,53,16,16,8.456829897,7.347938144,1.835051546,6.617268041,6,34.1803278688525,34.25,34.1034482758621,-0.146551724137929,49,37.21875,62,24.78125,"GHA","GDP per capita, PPP (constant 2011 international $)",4211.845783,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.330999851,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",47.5,"Population ages 15-64 (% of total population)",59.33504041,"Population ages 65 and above (% of total population)",3.068898007,8.34565625886087,"Ghana","Hospital beds (per 1,000 people)",NA,2017,53.85,63,"GHA",0.0718521,"GHA",0.084618963,0.6184504,-0.22070853,-0.074184068,0.11105221,-0.19801778,"SUB-SAHARAN AFRICA                 ",22409572,239460,93.6,0.23,-0.64,51.43,2200,74.8,14.4,16.26,9.67,74.07,2,30.52,9.72,0.366,0.246,0.387,7.13980615069311e-07,7.45663504863011e-05,-14.1524100247383,0,NA
"53","Greece","GR","","","2020-04-11",-75,-14,-39,-65,-47,20,-48,2020-04-11,"",2020-03-18,"Full","https://www.tornosnews.gr/en/greek-news/society/39369-greece-in-total-lockdown-from-wednesday-due-to-coronavirus-outbreak.html","Yes",2020-02-27,2020-02-27,2534,136,5,11,56,31,31,NA,NA,NA,NA,NA,14.4426229508197,12.8125,16.2413793103448,3.42887931034483,67.655737704918,69.875,65.2068965517241,-4.66810344827586,"GRC","GDP per capita, PPP (constant 2011 international $)",25140.70314,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.23800087,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.9,"Population ages 15-64 (% of total population)",64.27348306,"Population ages 65 and above (% of total population)",21.65527208,10.1322434507269,"Greece","Hospital beds (per 1,000 people)",4.3,NA,NA,NA,"GRC",0.1529743,"GRC",-0.3600854,-0.15707357,-0.043773349,0.42932299,-0.17281643,-0.35150549,"WESTERN EUROPE                     ",10688058,131940,81,10.37,2.35,5.53,20000,97.5,589.7,21.1,8.78,70.12,3,9.68,10.24,0.054,0.213,0.733,1.27244818469361e-05,0.000237087036765706,-11.2719827156545,4.67811832607944e-07,-14.5751996889564
"54","Guatemala","GT","","","2020-04-11",-79,-67,-66,-83,-64,29,-71.8,2020-04-11,"",NA,"None","","No",2020-03-15,2020-03-15,557,16,1,0,NA,14,14,NA,NA,2.769849246,NA,5,23.6229508196721,24.03125,23.1724137931034,-0.858836206896552,85.983606557377,86.21875,85.7241379310345,-0.494612068965523,"GTM","GDP per capita, PPP (constant 2011 international $)",7508.864463,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.459000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.1,"Population ages 15-64 (% of total population)",60.7525321,"Population ages 65 and above (% of total population)",4.812072508,8.92383952999691,"Guatemala","Hospital beds (per 1,000 people)",0.6,2017,23.85,70,"GTM",-1.050815,"GTM",-0.25725538,-0.21859027,-0.064931743,-0.48931202,-0.13400403,-0.36296293,"LATIN AMER. & CARIB    ",12293545,108890,112.9,0.37,-1.67,35.93,4100,70.6,92.1,12.54,5.03,82.43,2,29.88,5.2,0.227,0.188,0.585,1.3014960290136e-06,4.5308330510036e-05,-13.5519961636009,8.134350181335e-08,-16.3245848858407
"55","Guinea-Bissau","GW","","","2020-04-11",NA,NA,NA,NA,-21,NA,-21,2020-04-11,"",NA,"None","","No",2020-03-27,2020-03-27,73,1,NA,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GNB","GDP per capita, PPP (constant 2011 international $)",1596.35546,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.46600008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.1,"Population ages 15-64 (% of total population)",54.83713146,"Population ages 65 and above (% of total population)",2.823716336,7.37547847250974,"Guinea-Bissau","Hospital beds (per 1,000 people)",NA,2017,40.89,66,"GNB",-1.234043,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1442029,36120,39.9,0.97,-1.57,107.17,800,42.4,7.4,10.67,8.82,80.51,2,37.22,16.53,0.62,0.12,0.26,6.93467329713896e-07,5.06231150691144e-05,-14.1815617075818,NA,NA
"56","Haiti","HT","","","2020-04-11",-38,-25,-18,-57,-26,10,-32.8,2020-04-11,"",NA,"None","","No",2020-03-20,2020-03-20,76,6,NA,0,NA,9,9,NA,NA,NA,NA,NA,28.0655737704918,28.5,27.5862068965517,-0.913793103448278,73.7213114754098,73.1875,74.3103448275862,1.12284482758621,"HTI","GDP per capita, PPP (constant 2011 international $)",1656.293904,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.78100014,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",30.3,"Population ages 15-64 (% of total population)",61.80835189,"Population ages 65 and above (% of total population)",4.949403848,7.41233779745867,"Haiti","Hospital beds (per 1,000 people)",0.7,2017,55.6,74,"HTI",-1.028031,"HTI",-0.37565595,0.019328011,-0.69851607,0.23038714,-0.52285433,-0.15751432,"LATIN AMER. & CARIB    ",8308504,27750,299.4,6.38,-3.4,73.45,1600,52.9,16.9,28.3,11.61,60.09,2,36.44,12.17,0.28,0.2,0.52,7.22151665329884e-07,9.14725442751186e-06,-14.1410306573299,NA,NA
"57","Honduras","HN","","","2020-04-11",-84,-68,-65,-78,-68,28,-72.6,2020-04-11,"",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Honduras","Yes",2020-03-12,2020-03-12,738,66,0,9,58,17,17,NA,NA,NA,NA,NA,29.4918032786885,29.0625,29.9655172413793,0.90301724137931,78.2786885245902,79.25,77.2068965517241,-2.04310344827586,"HND","GDP per capita, PPP (constant 2011 international $)",4559.736508,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.386000156,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14,"Population ages 15-64 (% of total population)",63.56850081,"Population ages 65 and above (% of total population)",4.690617659,8.42502011750558,"Honduras","Hospital beds (per 1,000 people)",0.7,2017,36.89,72,"HND",-1.023039,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",7326496,112090,65.4,0.73,-1.99,29.32,2600,76.2,67.5,9.55,3.22,87.23,2,28.24,5.28,0.139,0.312,0.549,9.00839910374618e-06,0.000100730280887344,-11.6173531820704,0,NA
"59","Hungary","HU","","","2020-04-11",-51,-4,-21,-43,-38,11,-31.4,2020-04-11,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hungary","Yes",2020-03-05,2020-03-05,2727,300,1,13,54,24,24,8.693467337,4.788877446,2.639143731,7.826266805,5,9.54098360655738,7.78125,11.4827586206897,3.70150862068965,68.5081967213115,71.75,64.9310344827586,-6.81896551724138,"HUN","GDP per capita, PPP (constant 2011 international $)",28464.5602,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.398999929,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.8,"Population ages 15-64 (% of total population)",66.4302824,"Population ages 65 and above (% of total population)",19.15772538,10.2564150907125,"Hungary","Hospital beds (per 1,000 people)",7,NA,NA,NA,"HUN",0.555392,"HUN",-0.43091628,-0.49845642,-0.065830164,-0.16624628,-0.59088129,0.53216553,"EASTERN EUROPE                     ",9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651,3.00561027213397e-05,0.000273209973736977,-10.4124448320334,1.00187009071132e-07,-16.1162273066896
"60","India","IN","","","2020-04-11",-80,-55,-52,-69,-64,30,-64,2020-04-11,"",2020-03-24,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-01-30,2020-01-30,31332,1007,3,5,62,59,59,6.311827957,5.18912081,2.256524507,5.358001265,6,32,29.875,34.3448275862069,4.4698275862069,32.1967213114754,36.9375,26.9655172413793,-9.97198275862069,"IND","GDP per capita, PPP (constant 2011 international $)",6888.188468,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.355000019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",26,"Population ages 15-64 (% of total population)",66.7667425,"Population ages 65 and above (% of total population)",6.179955649,8.83756340752186,"India","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"IND",0.0262165,"IND",-0.10873283,-0.2752474,-0.45382959,0.071198434,-0.26762176,-0.20398138,"ASIA (EX. NEAR EAST)         ",1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,2.5,22.01,8.18,0.186,0.276,0.538,9.19339175531424e-07,2.86045035230889e-05,-13.8996107124612,2.73884560734287e-09,-19.7157293165117
"61","Indonesia","ID","","","2020-04-11",-43,-24,-46,-59,-30,17,-40.4,2020-04-11,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Indonesia","Yes",2020-03-02,2020-03-02,9511,773,5,14,53,27,27,8.514573397,6.515812432,2.119582245,8.744903293,5,33.5737704918033,33.46875,33.6896551724138,0.220905172413794,80.7049180327869,80.5,80.9310344827586,0.431034482758619,"IDN","GDP per capita, PPP (constant 2011 international $)",11605.85533,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.686999798,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.7,"Population ages 15-64 (% of total population)",67.59163708,"Population ages 65 and above (% of total population)",5.857165613,9.35926501956861,"Indonesia","Hospital beds (per 1,000 people)",1.2,2017,53.15,76,"IDN",-0.3149146,"IDN",-0.36182091,-0.3216432,0.14521286,0.15127298,0.10292665,0.26359722,"ASIA (EX. NEAR EAST)         ",245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408,3.14928243681159e-06,3.87488036953623e-05,-12.6683359289142,2.03705202898551e-08,-17.7091770650675
"62","Iraq","IQ","","","2020-04-11",-60,-37,-40,-58,-38,17,-46.6,2020-04-11,"",2020-03-22,"Full","https://www.middleeasteye.net/news/coronavirus-iraq-impose-total-lockdown-until-28-march","Yes",2020-02-25,2020-02-25,1847,88,12,7,60,33,33,7.946218487,4.582697201,2.777964676,7.155955441,6,20.2786885245902,17.21875,23.6551724137931,6.4364224137931,41.8688524590164,43.125,40.4827586206897,-2.64224137931034,"IRQ","GDP per capita, PPP (constant 2011 international $)",15471.24529,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.82199955,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",16.8,"Population ages 15-64 (% of total population)",58.28983494,"Population ages 65 and above (% of total population)",3.323599663,9.64673843741854,"Iraq","Hospital beds (per 1,000 people)",1.3,NA,NA,NA,"IRQ",-1.759291,"IRQ",-0.41695645,0.16578853,-0.28882602,0.094439171,-0.23216479,0.28961954,"NEAR EAST                          ",26783383,437072,61.3,0.01,0,50.25,1500,40.4,38.6,13.15,0.78,86.07,1,31.98,5.37,0.073,0.666,0.261,3.28561929611356e-06,6.89606686354745e-05,-12.6259554013868,4.48038994924577e-07,-14.618385566077
"63","Ireland","IE","","","2020-04-11",-76,-12,-31,-70,-54,21,-48.6,2020-04-11,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland","Yes",2020-03-01,2020-03-01,19877,1159,2,17,50,28,28,NA,NA,NA,NA,NA,7.9344262295082,7.84375,8.03448275862069,0.19073275862069,85.6065573770492,86.8125,84.2758620689655,-2.53663793103448,"IRL","GDP per capita, PPP (constant 2011 international $)",70855.32724,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.927999973,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.1,"Population ages 15-64 (% of total population)",64.72777871,"Population ages 65 and above (% of total population)",13.8658017,11.1683954326944,"Ireland","Hospital beds (per 1,000 people)",2.8,NA,NA,NA,"IRL",1.464224,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49,0.000285310918743007,0.00489311918192818,-8.16193102938353,4.92339808012092e-07,-14.5240966921633
"64","Israel","IL","","","2020-04-11",-89,-37,-74,-59,-45,16,-60.8,2020-04-11,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Israel","Yes",2020-02-22,2020-02-22,15589,208,0,17,50,36,36,NA,NA,NA,NA,4,17.1475409836066,15.46875,19,3.53125,67.2459016393443,68.8125,65.5172413793103,-3.29525862068965,"ISR","GDP per capita, PPP (constant 2011 international $)",33609.02306,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.861000061,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10,"Population ages 15-64 (% of total population)",60.09776752,"Population ages 65 and above (% of total population)",11.97698602,10.4225498533523,"Israel","Hospital beds (per 1,000 people)",3.1,NA,NA,NA,"ISR",0.9939096,"ISR",0.45680538,0.24376138,-0.0099485479,0.19927368,-0.32634467,-0.053660519,"NEAR EAST                          ",6352117,20770,305.8,1.31,0.68,7.03,19800,95.4,462.3,16.39,4.17,79.44,3,17.97,6.18,0.026,0.317,0.657,3.27449887966484e-05,0.00245414245361035,-10.3267606214336,0,NA
"65","Italy","IT","","","2020-04-11",-86,-42,-83,-78,-62,26,-70.2,2020-04-11,"",2020-03-11,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-01-31,2020-01-31,201505,27359,2978,18,49,58,58,8.778,5.785200411,2.429298067,NA,5,13.327868852459,12.71875,14,1.28125,75.8852459016394,76.1875,75.551724137931,-0.635775862068968,"ITA","GDP per capita, PPP (constant 2011 international $)",35828.48628,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.887000084,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.9,"Population ages 15-64 (% of total population)",63.91920431,"Population ages 65 and above (% of total population)",22.7516796,10.4864985621277,"Italy","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"ITA",0.2467615,"ITA",0.10848816,-0.093646772,0.17641944,0.3112793,0.34591156,-0.074733861,"WESTERN EUROPE                     ",58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,NA,8.72,10.4,0.021,0.291,0.688,0.000470623577874854,0.00346624525968319,-7.66145198119454,5.12269094232726e-05,-9.87924558931151
"66","Jamaica","JM","","","2020-04-11",-57,-39,-57,-53,-42,20,-49.6,2020-04-11,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Jamaica","Yes",2020-03-12,2020-03-12,381,7,0,17,50,17,17,NA,NA,NA,NA,NA,28.0983606557377,27.4375,28.8275862068966,1.39008620689655,78.1147540983606,78.53125,77.6551724137931,-0.87607758620689,"JAM","GDP per capita, PPP (constant 2011 international $)",8275.769452,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.001999855,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.2,"Population ages 15-64 (% of total population)",67.45326077,"Population ages 65 and above (% of total population)",8.796642551,9.02108718105837,"Jamaica","Hospital beds (per 1,000 people)",1.7,NA,NA,NA,"JAM",-0.2359448,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615,2.5379569591505e-06,0.000138137371633763,-12.8841511473854,0,NA
"67","Japan","JP","","","2020-04-11",-30,4,3,-48,-22,12,-18.6,2020-04-11,"",2020-02-27,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Japan","Yes",2020-01-15,2020-01-15,13852,389,29,31,36,74,74,8.271719039,6.723970944,2.365692743,7.469243332,6,6.59016393442623,5.09375,8.24137931034483,3.14762931034483,68.1311475409836,68.375,67.8620689655172,-0.512931034482762,"JPN","GDP per capita, PPP (constant 2011 international $)",39293.69158,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.290999889,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",12.7,"Population ages 15-64 (% of total population)",59.72678128,"Population ages 65 and above (% of total population)",27.57636991,10.5788192653798,"Japan","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"JPN",1.534107,"JPN",0.10841259,-0.3558383,-0.23702188,0.22034328,-0.24104115,-0.51872993,"ASIA (EX. NEAR EAST)         ",127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725,3.05185140251519e-06,0.000108674153284422,-12.6997621342873,2.27515914326325e-07,-15.2960456479193
"68","Jordan","JO","","","2020-04-11",-93,-89,-78,-95,-81,31,-87.2,2020-04-11,"",2020-03-21,"Full","https://www.nytimes.com/aponline/2020/03/21/world/middleeast/ap-ml-virus-outbreak-mideast.html","Yes",2020-03-03,2020-03-03,449,8,0,8,59,26,26,8.292929293,6.691845494,2.139261745,6.78061674,6,14.4918032786885,12.5,16.6896551724138,4.18965517241379,67.5737704918033,69.46875,65.4827586206897,-3.98599137931035,"JOR","GDP per capita, PPP (constant 2011 international $)",8410.856072,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.71500015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.7,"Population ages 15-64 (% of total population)",61.90801939,"Population ages 65 and above (% of total population)",3.846490398,9.03727853993872,"Jordan","Hospital beds (per 1,000 people)",1.4,NA,NA,NA,"JOR",0.2337911,"JOR",-0.41847619,-0.12480165,0.28744587,-0.31515983,0.15912074,0.38980365,"NEAR EAST                          ",5906760,92300,64,0.03,6.59,17.35,4300,91.3,104.5,2.67,1.83,95.5,1,21.25,2.65,0.033,0.287,0.68,1.3543804048243e-06,7.6014600220764e-05,-13.5121664740228,0,NA
"69","Kazakhstan","KZ","","","2020-04-11",-58,-36,-28,-43,-44,14,-41.8,2020-04-11,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kazakhstan","Yes",2020-03-15,2020-03-15,3063,25,0,14,53,14,14,8.647333333,6.841333333,2.346,7.902666667,6,-4.50819672131148,-6.3125,-2.51724137931034,3.79525862068966,86.3934426229508,91.59375,80.6551724137931,-10.9385775862069,"KAZ","GDP per capita, PPP (constant 2011 international $)",24738.36283,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.590000153,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.5,"Population ages 15-64 (% of total population)",64.14760395,"Population ages 65 and above (% of total population)",7.391846271,10.1161104687366,"Kazakhstan","Hospital beds (per 1,000 people)",6.7,2017,97.75,87,"KAZ",-0.4316052,"KAZ",-0.25865525,0.24510741,0.3076663,-0.20160872,0.17297222,0.15293807,"C.W. OF IND. STATES ",15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547,1.64114747981454e-06,0.000201073389226878,-13.3201148779783,0,NA
"70","Kenya","KE","","","2020-04-11",-47,-33,-23,-41,-29,21,-34.6,2020-04-11,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kenya","Yes",2020-03-14,2020-03-14,374,14,0,14,53,15,15,NA,NA,NA,NA,NA,24.7213114754098,24.09375,25.4137931034483,1.32004310344828,73.7868852459016,74.59375,72.8965517241379,-1.69719827586206,"KEN","GDP per capita, PPP (constant 2011 international $)",3076.844818,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.64199996,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.3,"Population ages 15-64 (% of total population)",57.87864645,"Population ages 65 and above (% of total population)",2.339186612,8.03165994116108,"Kenya","Hospital beds (per 1,000 people)",NA,2017,50.51,88,"KEN",-0.4110505,"KEN",-0.076222688,0.2439042,-0.31849501,-0.096054181,-0.31699398,-0.42230323,"SUB-SAHARAN AFRICA                 ",34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,1.5,39.72,14.02,0.163,0.188,0.651,4.03367345171838e-07,1.07756705067334e-05,-14.7234181637067,0,NA
"71","Kuwait","KW","","","2020-04-11",-62,-34,-53,-56,-48,25,-50.6,2020-04-11,"",2020-03-16,"Partial","https://www.cosmopolitanme.com/travel/kuwait-shutdown-due-to-coronavirus","Yes",2020-02-24,2020-02-24,3440,23,0,13,54,34,34,8.167854315,NA,1.819890368,7.013256007,6,22.4754098360656,19.6875,25.551724137931,5.86422413793104,38.4918032786885,40.125,36.6896551724138,-3.43534482758621,"KWT","GDP per capita, PPP (constant 2011 international $)",64683.72998,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.181999922,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.8,"Population ages 15-64 (% of total population)",75.91063957,"Population ages 65 and above (% of total population)",2.550472384,11.077264980241,"Kuwait","Hospital beds (per 1,000 people)",2.2,NA,NA,NA,"KWT",0.2107496,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",2418393,17820,135.7,2.8,14.18,9.95,19000,83.5,211,0.73,0.11,99.16,1,21.94,2.41,0.004,0.479,0.516,9.51044764023052e-06,0.00142243216879969,-11.5631196120384,0,NA
"72","Kyrgyzstan","KG","","","2020-04-11",-75,-62,-35,-71,-57,20,-60,2020-04-11,"",2020-03-24,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kyrgyzstan","Yes",2020-03-19,2020-03-19,729,8,0,5,62,10,10,7.891855808,5.966,2.103333333,6.369652406,6,-7.19672131147541,-9.375,-4.79310344827586,4.58189655172414,62.7377049180328,56.40625,69.7241379310345,13.3178879310345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,63.2,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.W. OF IND. STATES ",5213898,198500,26.3,0,-2.45,35.64,1600,97,84,7.3,0.35,92.35,2.5,22.8,7.08,0.353,0.208,0.439,1.53436066451626e-06,0.000139818615554044,-13.3873967688886,0,NA
