"","Country","City","wgt","patience","risktaking","posrecip","negrecip","altruism","trust","subj_math_skills","Location","lon","lat","type","loctype","address","north","south","east","west"
"19","Afghanistan","Takhar",1.0456311426436,-0.0880586632833333,0.0561444664666667,0.417431916266,0.673097097933333,0.373117616033333,0.489810427719298,3.83333333333333,"Takhar, Afghanistan",69.4784541,36.6698013,"administrative_area_level_1","approximate","takhar, afghanistan",37.62126,35.785804,70.4998339,69.1752951
"20","Afghanistan","Wardak",0.906324409690603,-0.0299119735,0.3923642863,0.509246287798,0.88924770525,0.18289580695,0.439909571,4.5,"Wardak, Afghanistan",68.2385339,34.3513494,"administrative_area_level_1","approximate","wardak, afghanistan",34.797575,33.683571,68.972619,67.232205
"21","Algeria","Algiers",0.925011917074459,0.0938316677514793,0.254096588307692,-0.405665125533018,0.298681792289941,0.123448653934911,-0.12196917852071,5.69822485207101,"Algiers, Algeria",3.0587561,36.753768,"political","approximate","algiers, sidi m'hamed, algeria",36.7587844,36.7488675,3.0616236,3.0540584
"22","Algeria","Annaba",0.801175201735389,0.158945337509091,0.551805552424242,-1.38867243242424,-0.00527415818181819,-0.362871489515152,-0.154597011818182,5.39393939393939,"Annaba, Algeria",7.7426673,36.9142081,"locality","approximate","annaba, algeria",36.969879,36.8575009,7.7937019,7.695228
"23","Algeria","Batna",1.0441518604108,-0.283670695735593,0.579220449178136,-1.01980644611932,-0.250649599627119,-0.110415958537288,-0.26097965220339,5.45762711864407,"Batna, Algeria",6.1889996,35.5634192,"locality","approximate","batna, algeria",35.644018,35.5103019,6.275297,6.0769639
"24","Algeria","Blida",0.976996019119886,0.33159259229,0.14766652081,-0.3679264548404,0.37365741805,0.13693533771,-0.0924942802,5.81,"Blida, Algeria",2.8323153,36.4735715,"locality","approximate","blida, algeria",36.519254,36.4432649,2.8685629,2.7318188
"25","Algeria","Boumerdes",1.05707442356775,0.135617414510638,0.396620955851064,-0.151110632539574,0.448073486595745,0.080983926506383,0.128008747234043,4.68085106382979,"Boumerdes, Algeria",3.4788905,36.7510697,"locality","approximate","boumerdes, algeria",36.7804499,36.7347589,3.533576,3.449798
"26","Algeria","Constantine",0.863918876774204,-0.233304983184,0.49671938308,-0.6340216513144,0.12256368986,0.0292726386,-0.0633214584,5.2,"Constantine, Algeria",6.6390282,36.3570052,"locality","approximate","constantine, algeria",36.450064,36.258991,6.7672489,6.523545
"27","Algeria","Guelma",1.20995894424647,-0.07809213692,0.425144352,-1.11047631776,-0.174897606,0.03584296072,-0.2748243796,6.24,"Guelma, Algeria",7.4330833,36.4627444,"locality","approximate","guelma, algeria",36.490241,36.4167209,7.4721709,7.3580878
"28","Algeria","Jijel",0.798360082365756,0.374542171703226,0.747164715354839,-0.464007049045161,0.33258662516129,0.233332491677419,-0.225889303870968,4.06451612903226,"Jijel, Algeria",5.7634126,36.8210144,"locality","approximate","jijel, algeria",36.829268,36.7626019,5.8226071,5.6766808
"29","Algeria","Medea",1.09863764595239,0.405977379384615,0.384435890961538,-0.0982007016038462,0.470725287326923,0.119041053576923,0.136961123076923,5.73076923076923,"Medea, Algeria",2.7587857,36.2637078,"locality","approximate","médéa, algeria",36.337318,36.2306091,2.8246429,2.721113
"30","Algeria","Mila",0.862396047771499,0.225972354494737,0.536885583421053,-0.0266183370884211,0.608761341263158,0.145114938263158,0.067572347368421,4.57894736842105,"Mila, Algeria",6.2584338,36.4519049,"locality","approximate","mila, algeria",36.499705,36.3703889,6.356054,6.1619019
"31","Algeria","Mostaganem",1.14044047866169,-0.499168289133333,0.0918219819777778,-0.488192141252444,0.283106097227273,-0.181128194822222,-0.591084176590909,4.86363636363636,"Mostaganem, Algeria",0.0909414,35.9311454,"locality","approximate","mostaganem, algeria",36.039427,35.901883,0.176613,0.051623
"32","Algeria","Oran",1.18058809959209,-0.138050078610127,0.606151689325,-0.4528114349335,0.166976434546154,0.109946303025,-0.369728326455696,5.37974683544304,"Oran, Algeria",-0.6349319,35.6987388,"locality","approximate","oran, algeria",35.7714138,35.650819,-0.5522638,-0.72412
"33","Algeria","Oum el-Bouaghi",0.934733803306995,-0.14351875165,0.407498582849167,-0.726470644444444,-0.4479316425,0.0953237731944444,-0.5993719425,4.33333333333333,"Oum el-Bouaghi, Algeria",7.0068393,35.7983092,"administrative_area_level_1","approximate","oum el bouaghi province, algeria",36.1973211,35.421595,7.8668989,6.1530011
"34","Algeria","Setif",0.849242931797339,0.129961209163855,0.534687349337349,-0.922381022285783,0.352457549253012,0.0578454483108434,-0.00124029121951221,5.07228915662651,"Setif, Algeria",5.4107984,36.1897593,"locality","approximate","setif, algeria",36.2481439,36.1331039,5.503839,5.3358148
"35","Algeria","Sidi Bel Abbes",1.24099483597277,-0.211840108238095,-0.0297101230952381,-0.789046633333333,0.279363332502439,-0.230483181880952,-0.317194407142857,4.45238095238095,"Sidi Bel Abbes, Algeria",-0.629983,35.2105876,"locality","approximate","sidi bel abbès, algeria",35.2512529,35.159556,-0.571491,-0.6912908
"36","Algeria","Skida",0.84055275945116,0.290525147265306,0.572475511704286,-0.440001297884898,-0.207907148714286,0.154786548138776,-0.262619415306122,4.48979591836735,"Skida, Algeria",6.9062556,36.8662658,"locality","approximate","skikda, algeria",36.917643,36.8283979,7.0266539,6.843102
"37","Algeria","Tipasa",0.987323400918096,-0.1518382154375,0.625856351,-0.29968348543875,0.63732537628125,-0.444595298890625,0.3122785109375,4.9375,"Tipasa, Algeria",2.4433723,36.5906719,"locality","approximate","tipaza, algeria",36.6448908,36.5491819,2.5166419,2.3007529
"38","Algeria","Tlemcen",1.32049393035968,0.25131426272549,0.352004095745098,-0.853305919399216,0.0890567127137255,-0.0240034660627451,-0.372353079607843,4.80392156862745,"Tlemcen, Algeria",-1.3166815,34.8828864,"locality","approximate","tlemcen, algeria",34.9377428,34.8569049,-1.2594889,-1.370831
"39","Argentina","Buenos Aires",0.965038727731398,-0.224845221422222,0.155798207405599,0.262774407069724,-0.132682518738056,0.0237893798751381,-0.0566747478947369,5.28491620111732,"Buenos Aires, Argentina",-58.3815591,-34.6036844,"locality","approximate","buenos aires, argentina",-34.5265464,-34.7051011,-58.3351447,-58.5314522
"40","Argentina","Capital Federal",0.823302671996266,-0.146854082963415,0.186210140444444,-0.0711985016561905,0.284147320238095,-0.182034518707143,-0.0827700111904762,6.05952380952381,"Capital Federal, Argentina",-58.3815591,-34.6036844,"locality","approximate","buenos aires, argentina",-34.5265464,-34.7051011,-58.3351447,-58.5314522
"41","Argentina","Chaco",0.892037066553788,-0.170275968108108,-0.1770389576,0.0465804339621622,-0.988516835135135,-0.216833701308108,-1.27694993837838,3.83783783783784,"Chaco, Argentina",-59.0243784,-27.4257175,"administrative_area_level_1","approximate","chaco province, argentina",-24.087868,-27.9955354,-58.3636267,-63.4273588
"42","Argentina","Chubut",1.06916151339755,0.0227273517,0.1310223683,0.400903686766,0.01298708045,0.3580759085,-0.1253136985,5.95,"Chubut, Argentina",-65.1114818,-43.2934246,"administrative_area_level_1","approximate","chubut province, argentina",-41.9916218,-46.0022302,-63.5832577,-72.1893076
"43","Argentina","Cordoba",1.06076989423171,0.0412319902276423,0.319126286781074,0.158175229313496,0.229916604714545,0.508039426445902,-0.442190802758621,4.075,"Cordoba, Argentina",-64.1887761,-31.4200833,"locality","approximate","córdoba, cordoba, argentina",-31.306461,-31.4924454,-64.0690993,-64.3195887
"44","Argentina","Corrientes",0.891460511397761,-0.176746787404762,-0.0787037398780488,0.326909767284762,-0.483231626428571,0.0174644139047619,-0.456112575952381,5.07142857142857,"Corrientes, Argentina",-58.8306349,-27.4692131,"locality","approximate","corrientes, argentina",-27.4384037,-27.5340996,-58.721333,-58.8634403
"45","Argentina","Entre Rios",1.13843090028637,-0.252014729184211,-0.36603688631579,0.733012172894737,-0.79730627054054,0.68708777231579,-0.111370790882353,5.54054054054054,"Entre Rios, Argentina",-60.4956461,-31.7746654,"administrative_area_level_1","approximate","entre rios, argentina",-30.1601613,-34.0391275,-57.8119114,-60.7680611
"46","Argentina","Jujuy",1.29751267258148,-0.400313047714286,0.158237065357143,-0.844226428214286,0.0629365171592593,-0.486998715714286,-0.778325524074074,3.51851851851852,"Jujuy, Argentina",-65.2994767,-24.1857864,"locality","approximate","jujuy, argentina",-24.1516448,-24.2590345,-65.2337514,-65.3773592
"47","Argentina","Mendoza",0.966958225418796,-0.543615593576923,-0.517571972692308,0.634535647127692,-0.9019931544,-0.0819798089230769,-0.241724424230769,5.04,"Mendoza, Argentina",-68.8458386,-32.8894587,"locality","approximate","mendoza, capital department, mendoza province, argentina",-32.86214,-32.9045304,-68.81727,-68.8997682
"48","Argentina","Rio Negro",0.967327851494826,-0.215400152645161,-0.497069734548387,0.331249540289032,-0.437958491935484,0.361175157193548,-0.0964937777419355,3.64516129032258,"Rio Negro, Argentina",-63.0266339,-40.8261434,"administrative_area_level_1","approximate","río negro, argentina",-37.5789663,-42.0024984,-62.7873146,-71.9029079
"49","Argentina","Salta",1.13895441834145,-0.607291957208333,-0.33362065375,-0.981574855611667,0.135982587956522,-0.741878839833333,-0.5264398705,3.04347826086957,"Salta, Argentina",-65.4231976,-24.7821269,"locality","approximate","salta, salta province, argentina",-24.7094636,-24.882706,-65.3554771,-65.5057802
"50","Argentina","San Juan",0.97102447173758,-0.736634240162791,-0.144927783302326,0.118720456170233,-0.963782981023256,-1.11452615534884,-0.629760261190476,3.70731707317073,"San Juan, Argentina",-68.5385941,-31.5351074,"locality","approximate","san juan, san juan province, argentina",-31.5018425,-31.5617085,-68.4962616,-68.5690917
"51","Argentina","San Luis",1.24338668029558,-0.769586987588235,-0.356117746176471,0.00215908003764704,-0.848781191176471,-0.209576954588235,-0.16499729,4.76470588235294,"San Luis, Argentina",-66.3377522,-33.3017267,"locality","approximate","san luis, san luis province, argentina",-33.259174,-33.3361398,-66.2358551,-66.3834763
"52","Argentina","Santa Fe",0.988425243943951,-0.33124964154321,-0.712181775891566,0.360517269002892,-0.66677174168,0.112052955520482,-0.272793339873418,5.18292682926829,"Santa Fe, Argentina",-60.697294,-31.6106578,"locality","approximate","santa fe, santa fe province, argentina",-31.5632813,-31.6730041,-60.6641885,-60.7483257
"53","Argentina","Santiago del Estero",1.74964319243233,-0.410042181111111,0.301443514333333,0.00169571699999999,0.620111833,-0.36130437342,-0.398808809,4.1,"Santiago del Estero, Argentina",-64.264167,-27.7833574,"locality","approximate","santiago del estero, santiago del estero province, argentina",-27.7436335,-27.8597961,-64.2213244,-64.3127722
"54","Argentina","Tucuman",1.08477657989588,-0.550880609875,-0.44851427703125,0.55944701547875,-0.333477070625,0.37743761346875,0.2553003621875,4.875,"Tucuman, Argentina",-65.2192903,-26.8221127,"administrative_area_level_1","approximate","tucumán, argentina",-26.0584289,-27.9971035,-64.4780028,-66.1620883
"55","Australia","Adelaide",1.04058126935939,0.639072476732143,0.129297994909091,-0.0773474377080702,0.128785428166071,0.0591083883859649,0.357861036964286,5.7719298245614,"Adelaide, Australia",138.6007456,-34.9284989,"colloquial_area","approximate","adelaide sa, australia",-34.652564,-35.3489699,138.7801898,138.4421299
"56","Australia","Australian Capital Territory (ACT)",1.07473655201731,0.7728915854375,0.116815126625,0.0327149075,-0.04505073625,0.185827295,0.357861025625,6.125,"Australian Capital Territory (ACT), Australia",149.0123679,-35.4734679,"administrative_area_level_1","approximate","australian capital territory, australia",-35.124517,-35.9207621,149.3992845,148.7626752
"57","Australia","Brisbane",1.01864023894671,0.799568126977012,0.112011141722727,0.0909000643786364,-0.118303251937647,0.280400019931818,0.464220246551724,6.23863636363636,"Brisbane, Australia",153.0251235,-27.4697707,"colloquial_area","approximate","brisbane qld, australia",-26.9968449,-27.7674409,153.3178702,152.6685227
"58","Australia","Darwin",1.29161291016353,1.60187175,0.7983574595,0.47948057,0.1728532,0.37566252,0.40344355,8,"Darwin, Australia",130.8456418,-12.4634403,"colloquial_area","approximate","darwin nt, australia",-12.3300597,-12.5217415,131.0514999,130.8151169
"59","Australia","Hobart",0.731796653489273,1.129838192,-0.0226572679,-0.331426619,-0.17601901,0.068453316,0.585773643,6.2,"Hobart, Australia",147.3271949,-42.8821377,"locality","approximate","hobart tas 7000, australia",-42.8730457,-42.8916347,147.3415027,147.31561
"60","Australia","Melbourne",0.982546472949265,0.780308629081522,0.083799496226087,0.0639043972676087,-0.0118070290636871,0.181408099005435,0.42038131989071,6.20652173913043,"Melbourne, Australia",144.9630576,-37.8136276,"colloquial_area","approximate","melbourne vic, australia",-37.5112737,-38.4338593,145.5125288,144.5937418
"61","Australia","New South Wales (NSW)",1.02212511045341,0.626281926565574,0.107849461956098,0.0997549921434146,0.126586544693496,0.0973391302585366,0.336737422113821,6.5609756097561,"New South Wales (NSW), Australia",146.921099,-31.2532183,"administrative_area_level_1","approximate","new south wales, australia",-28.15702,-37.5052801,159.1054441,140.9992793
"62","Australia","Northern Territory (NT)",1.01471836990623,-0.0363936404285714,0.0396927242857143,-0.196347278571429,0.613502482857143,-0.312751867571429,0.06483055,7.85714285714286,"Northern Territory (NT), Australia",132.5509603,-19.4914108,"administrative_area_level_1","approximate","northern territory, australia",-10.809854,-25.9986183,138.0011997,129.0004761
"63","Australia","Perth",0.99596978138844,0.641335644455556,-0.039674147890137,0.0840099947945205,-0.0240593414513889,0.203290498205479,0.350992431643836,5.6986301369863,"Perth, Australia",115.8604572,-31.9505269,"colloquial_area","approximate","perth wa, australia",-31.6244855,-32.4556424,116.239023,115.6840483
"64","Australia","Queensland (QLD)",1.01327108592873,0.544757758528302,0.0898750179811321,0.112488604163019,0.0598349973396227,0.240862106620755,0.315784855,6.49056603773585,"Queensland (QLD), Australia",142.7027956,-20.9175738,"administrative_area_level_1","approximate","queensland, australia",-9.210063,-29.1778976,153.6497891,137.9959572
"65","Australia","South Australia (SA)",1.03302325673052,0.327982672,-0.28927926875,0.031192524266,-0.335672053105263,0.25594072625,0.3487445315,6.25,"South Australia (SA), Australia",136.2091547,-30.0002315,"administrative_area_level_1","approximate","south australia, australia",-25.9963765,-38.1345913,141.0029556,129.00134
"66","Australia","Sydney",0.962938511731469,0.84368302837799,0.122645178134615,0.0378307556409569,-0.0467648416381642,0.250342232707212,0.420019014784689,6.41346153846154,"Sydney, Australia",151.2092955,-33.8688197,"colloquial_area","approximate","sydney nsw, australia",-33.5781409,-34.118347,151.3430209,150.5209286
"67","Australia","Tasmania (TAS)",1.20217567216106,0.822018707571429,0.0339412946428571,0.329556647568571,0.331802803571429,0.0594149985714286,0.24716062,6.5,"Tasmania (TAS), Australia",145.9706647,-41.4545196,"administrative_area_level_1","approximate","tasmania, australia",-39.1296041,-44.0557135,148.616675,143.708067
"68","Australia","Victoria (VIC)",0.983828004813273,0.678979186268657,-0.196665617911765,0.244439206636471,-0.0813445597462687,-0.00952732575,0.381992959411765,6.20588235294118,"Victoria (VIC), Australia",144.7851531,-37.4713077,"administrative_area_level_1","approximate","victoria, australia",-33.9806474,-39.1831607,150.0169685,140.9616819
"69","Australia","Western Australia (WA)",1.06314697047944,0.47079049228,0.1261517154,0.0569500654128,-0.1213859122,0.26204424832,0.20525867826087,6.56,"Western Australia (WA), Australia",121.6283098,-27.6728168,"administrative_area_level_1","approximate","western australia, australia",-13.6105008,-35.2132016,129.0018535,112.7604507
"70","Austria","Burgenland",0.878844516254039,0.348380956,0.0239815086666667,0.252342003498889,-0.165762447033333,-0.0028759602222222,0.0995600827777778,6.30555555555556,"Burgenland, Austria",16.2688797,47.1537165,"administrative_area_level_1","approximate","burgenland, austria",48.1185989,46.8306517,17.1606861,15.9965398
"71","Austria","Carinthia (Karnten)",1.04242146979545,0.502094680681818,-0.163557697621212,0.215230663726667,-0.181022144438462,0.186496670227273,0.182437390757576,5.78461538461538,"Carinthia (Karnten), Austria",14.1805882,46.722203,"administrative_area_level_1","approximate","carinthia, austria",47.13131,46.3723,15.0651401,12.6563901
"72","Austria","Lower Austria (Niederosterreich)",1.03445875935029,0.490447473410811,-0.0861212583909043,0.176023319965474,-0.094769724410929,0.00173543251322751,0.124129380319149,6.40837696335079,"Lower Austria (Niederosterreich), Austria",15.8049558,48.108077,"administrative_area_level_1","approximate","lower austria, austria",49.0206081,47.42198,17.0684643,14.4521301
"73","Austria","Salzburg",1.08249101043504,0.383685451848148,-0.101865270232143,0.0502108287010526,-0.275971201158491,-0.298302813561404,-0.117956514210526,5.73684210526316,"Salzburg, Austria",13.05501,47.80949,"locality","approximate","salzburg, austria",47.85431,47.75131,13.1268799,12.9859801
"74","Austria","Styria (Steiermark)",1.08058801751367,0.536142748929577,-0.135848612337931,0.189632915892055,-0.273811941440288,-0.0512992132375,0.110457964965517,5.83448275862069,"Styria (Steiermark), Austria",14.4699827,47.3593442,"administrative_area_level_1","approximate","styria, austria",47.82789,46.6119886,16.17014,13.56417
"75","Austria","Tyrol  (Tirol)",0.986905382267925,0.519270412607143,-0.08945689975,0.217592395309048,0.0050368675125,0.124077014761905,0.3773963925,6.73809523809524,"Tyrol  (Tirol), Austria",11.601487,47.2537414,"administrative_area_level_1","approximate","tyrol, austria",47.7430345,46.6515599,12.9662801,10.0980701
"76","Austria","Upper Austria (Oberosterreich)",1.07636835446479,0.609216734494444,-0.232709498519337,0.193354244561105,-0.226699131351397,-0.019593351758011,0.172760732651934,6.12777777777778,"Upper Austria (Oberosterreich), Austria",13.9723665,48.025854,"administrative_area_level_1","approximate","upper austria, austria",48.7725701,47.46098,14.99129,12.749244
"77","Austria","Vienna (Wien)",0.812077870363314,0.654732925892386,-0.1755677731619,0.3053328715426,0.0637906213863874,0.0370935014822335,0.0305372925125628,6.0959595959596,"Vienna (Wien), Austria",16.3738189,48.2081743,"locality","approximate","vienna, austria",48.3230999,48.1182699,16.5774999,16.18262
"78","Austria","Vorarlberg",1.08435052186895,0.8079741837,-0.18491257535,0.102464657282,-0.118715760033333,0.030314144275,0.258514505641026,6.175,"Vorarlberg, Austria",9.9797373,47.2497427,"administrative_area_level_1","approximate","vorarlberg, austria",47.5961058,46.84085,10.23689,9.5307834
"79","Bangladesh","Barisal",0.938491338811279,0.28834936809375,-0.173270688125,0.703749778890625,0.353891807234375,1.34793653421875,-0.12075544828125,3.78125,"Barisal, Bangladesh",90.3534511,22.7010021,"locality","approximate","barishal, bangladesh",22.7438022,22.646964,90.3900342,90.3175744
"80","Bangladesh","Chittagong",0.974507263655686,0.296874031928962,0.120873520062896,0.114736280133478,0.10801169945,0.859444869715847,0.0133182956424581,5.09714285714286,"Chittagong, Bangladesh",91.7831819,22.356851,"locality","approximate","chattogram, bangladesh",22.4306091,22.2212596,91.8919223,91.7478132
"81","Bangladesh","Dhaka",0.979838325786848,0.154671654245033,-0.346857223106312,0.425817802993003,-0.189414027812628,1.02578311620462,-0.290626305533333,4.18861209964413,"Dhaka, Bangladesh",90.4125181,23.810332,"locality","approximate","dhaka, bangladesh",23.9000025,23.6612704,90.5091047,90.3295468
"82","Bangladesh","Khulna",1.02902417109915,-0.243371409905512,-0.544731370828125,0.075471520075,0.52426637075,1.17572209226563,-0.22523057296,3.59663865546218,"Khulna, Bangladesh",89.5403279,22.845641,"locality","approximate","khulna, bangladesh",22.933575,22.7570288,89.5823478,89.4826556
"83","Bangladesh","Rajshahi",0.987483232808214,-0.242368241419643,-0.335928510095536,-0.322123263594464,0.00897829534419643,0.458172160169643,-0.236755801076233,2.83928571428571,"Rajshahi, Bangladesh",88.604166,24.3745146,"locality","approximate","rajshahi, bangladesh",24.4110607,24.3492474,88.6670065,88.5450254
"84","Bangladesh","Sylhet",1.14556576676058,0.385072214514737,0.33995022355914,0.0937787972395833,0.489216049123596,1.01874601090625,0.249794603258427,3.73863636363636,"Sylhet, Bangladesh",91.8687063,24.8949294,"locality","approximate","sylhet, bangladesh",24.9378139,24.8617132,91.9106771,91.8112867
"85","Bolivia","Beni",1.16210251771328,-0.03861772715625,-0.240060230645161,0.2874105459375,-0.195408496896552,0.3332984484375,-0.410964150666667,5.80645161290323,"Beni, Bolivia",-65.0957792,-14.3782747,"administrative_area_level_1","approximate","beni department, bolivia",-10.381218,-16.4916511,-61.5279301,-67.5621818
"86","Bolivia","Chuquisaca",1.02795744587483,-0.00586694925352112,0.0681246826619718,-0.143680682789296,0.243795592855224,-0.0627091815211268,-0.323155441343284,5.01492537313433,"Chuquisaca, Bolivia",-64.1478236,-20.0249144,"administrative_area_level_1","approximate","chuquisaca department, bolivia",-18.3470087,-21.5173229,-62.1786395,-65.6955637
"87","Bolivia","Cochabamba",0.900706806017801,0.140699060023121,0.310910713022727,0.128682321131818,-0.269356696152439,-0.113985657525714,-0.1868500930625,5.84302325581395,"Cochabamba, Bolivia",-66.1653224,-17.4139766,"locality","approximate","cochabamba, bolivia",-17.3232136,-17.4649046,-66.1055218,-66.2222293
"88","Bolivia","La Paz",1.0143575611456,0.149235432999248,-0.0747195923802282,0.0201679469157895,0.0641307626341085,-0.081169545259176,-0.0397588037307692,5.27969348659004,"La Paz, Bolivia",-68.1192936,-16.489689,"locality","approximate","la paz, bolivia",-16.4245596,-16.6168651,-68.0112933,-68.2368617
"89","Bolivia","Oruro",0.960857997571064,-0.232191571981132,0.00602586199259258,0.202510772833333,0.121809978960784,0.040164708490566,-0.192635564423077,5.38888888888889,"Oruro, Bolivia",-67.0931378,-17.9716723,"locality","approximate","oruro, bolivia",-17.9058956,-18.0166098,-67.0275021,-67.1474076
"90","Bolivia","Potosi",1.11655525110044,0.11781090947561,0.0281983327180723,0.0738861163089156,-0.00513211823658536,-0.128324819686747,0.025108628,4.49397590361446,"Potosi, Bolivia",-65.7550063,-19.5722805,"locality","approximate","potosi, bolivia",-19.5315718,-19.610703,-65.7096896,-65.7920873
"91","Bolivia","Santa Cruz",0.97690878027149,-0.164527886410448,-0.00317033029626867,0.23586719395363,-0.206660474201504,0.183738037080741,-0.286057578582376,5.2059925093633,"Santa Cruz, Bolivia",-63.1560853,-17.8145819,"locality","approximate","santa cruz de la sierra, bolivia",-17.4908405,-18.0244453,-62.7655793,-63.2576896
"92","Bolivia","Tarija",1.10720591193608,-0.305982211162791,-0.186851079568182,0.234052414439091,-0.168103815993182,-0.0516762393636364,-0.276958952439024,4.70454545454545,"Tarija, Bolivia",-64.7295667,-21.5177889,"locality","approximate","tarija, bolivia",-21.4734153,-21.5703606,-64.6745638,-64.7762972
