Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Northern Territory,Australia,-12.4634,130.8456,84,94,93,96,96,95,85,96,98,98,98,70,87,77,65,73,90,73,64,90,95,95,97,98,95,95,95,80,85,68,86,89,97,95,96,88,70,77,97,97,96,96,95,87,52,18,92,95,73,88,86,88,76,95,75,72,98,97,95,96,91,95,96,95,72,77,94,96,98,64,56,67,19,62,71,25,28,44,33,69,94,82,42,93,95,66,28,57,17,12,74,28,43,16,64,96,71,72,97,76,26,63,91
Queensland,Australia,-28.0167,153.4,30,19,7,0,1,67,41,20,50,48,79,89,92,95,76,93,78,93,51,51,27,70,87,88,94,25,60,21,27,53,61,17,9,14,93,100,100,83,80,82,11,82,73,100,66,13,9,21,47,42,13,42,54,95,90,41,28,56,78,6,6,19,88,91,63,73,19,59,97,77,20,31,11,15,12,33,6,3,4,1,1,15,28,73,62,27,53,22,7,47,59,7,41,31,80,19,28,35,67,92,96,39,3
South Australia,Australia,-34.9285,138.6007,0,27,30,66,99,34,6,5,35,93,22,10,1,2,16,49,4,45,83,72,23,91,67,48,34,15,23,33,12,0,91,95,42,70,1,0,0,11,3,18,1,6,79,31,63,70,31,0,48,64,57,28,0,9,34,2,53,22,53,66,84,60,88,59,48,59,85,8,64,34,34,79,77,3,16,33,71,77,43,41,81,52,90,100,13,63,77,47,84,34,14,81,31,49,73,82,72,71,23,1,42,48,60
Tasmania,Australia,-41.4545,145.9707,60,80,50,90,71,14,91,39,72,99,80,60,13,36,86,69,50,67,84,99,68,83,94,82,82,96,83,97,68,1,34,87,64,53,38,56,41,15,32,35,100,95,53,77,99,83,17,4,61,76,28,67,39,28,98,39,55,90,86,73,74,47,25,93,99,89,61,89,67,45,11,41,79,51,70,70,74,94,100,87,76,47,6,5,54,56,96,65,98,80,71,49,99,92,86,69,45,32,19,12,80,53,87
Victoria,Australia,-37.8136,144.9631,11,21,21,7,94,88,81,68,45,76,68,62,7,21,40,82,44,50,56,97,53,66,85,39,42,37,75,87,28,0,24,97,73,40,22,6,40,52,20,97,98,61,67,4,71,81,64,1,52,89,89,56,5,19,93,75,50,30,79,43,79,67,89,82,100,76,72,27,35,2,19,32,55,80,42,0,27,80,88,67,86,67,83,79,88,40,67,51,79,49,9,38,89,73,84,74,67,93,54,0,53,67,86
Western Australia,Australia,-31.9505,115.8605,63,27,17,0,0,0,1,6,8,1,0,0,0,16,11,6,65,14,0,1,44,34,13,0,28,34,18,0,11,33,1,17,4,1,31,19,22,60,25,5,0,31,56,19,9,56,34,18,87,74,88,94,96,37,56,2,34,93,23,46,12,49,13,66,93,82,80,7,32,26,2,56,35,98,41,64,86,24,85,65,43,1,26,10,48,9,71,91,65,21,47,96,59,15,49,83,43,28,20,10,55,32,84
,Austria,47.5162,14.5501,1,0,53,98,99,14,39,53,76,54,86,27,71,24,35,65,85,100,89,56,0,1,0,18,97,88,57,93,72,66,99,83,93,100,100,100,57,16,17,49,74,94,74,76,99,96,89,89,52,86,46,26,59,75,94,66,100,71,81,77,88,83,96,82,53,97,85,63,95,97,95,54,72,86,16,24,78,18,0,32,95,71,62,76,74,73,61,28,94,94,54,31,0,28,57,2,1,0,0,19,5,53,38
,Azerbaijan,40.1431,47.5769,17,41,99,100,52,3,14,63,93,36,50,59,73,1,80,78,78,42,98,86,49,21,14,93,23,2,1,42,63,24,68,98,46,7,51,39,3,11,56,100,96,64,20,63,77,57,83,97,25,40,100,28,82,45,30,28,38,1,95,81,56,100,40,12,25,48,100,17,0,18,55,25,86,93,77,95,100,100,70,69,98,79,0,9,69,33,30,37,72,43,87,59,79,56,96,34,70,100,91,8,54,83,55
,Bahamas,25.0343,-77.3963,16,24,17,22,17,45,54,35,17,38,49,14,27,17,18,21,16,40,52,26,41,60,47,35,31,19,9,23,18,17,24,26,63,33,8,20,28,18,34,80,62,23,14,13,16,10,12,13,10,14,16,12,19,47,33,53,14,18,69,64,28,24,25,18,5,28,30,39,49,41,27,30,16,14,11,16,12,5,13,22,16,15,11,10,6,18,6,6,30,19,19,16,16,9,7,8,28,75,36,16,3,12,41
,Bahrain,26.0275,50.55,55,85,18,11,96,14,10,24,70,79,0,0,8,7,21,6,10,37,55,16,3,46,81,6,0,1,0,0,37,20,0,41,35,3,27,4,31,24,1,80,47,9,2,0,0,0,30,83,100,55,79,2,3,47,94,96,52,0,0,15,8,0,0,0,0,0,0,0,0,14,0,37,64,98,56,0,0,15,14,41,54,11,0,26,47,56,53,81,4,0,0,1,3,50,31,18,54,37,20,32,88,100,83
,Bangladesh,23.685,90.3563,34,76,70,48,44,0,7,60,89,7,1,8,6,12,8,11,0,0,7,37,37,15,56,40,6,0,0,1,26,43,27,0,0,0,2,43,53,37,75,57,1,0,0,12,4,12,0,0,0,6,86,40,32,27,49,69,52,15,13,0,0,11,22,27,43,62,65,24,9,0,12,12,6,46,59,60,15,21,24,73,55,54,27,19,0,0,0,0,0,2,3,0,28,19,22,32,10,8,55,26,14,14,4
,Barbados,13.1939,-59.5432,20,22,45,20,32,31,44,23,38,49,6,5,8,34,35,37,26,20,38,35,33,44,70,50,34,73,82,61,21,6,5,4,23,61,68,57,7,3,2,5,2,9,14,13,21,94,92,63,10,28,27,7,3,13,51,48,14,5,13,47,74,35,36,23,10,9,8,19,14,66,38,17,12,50,49,65,61,56,41,27,13,25,21,36,51,26,33,20,12,20,60,63,66,74,78,57,71,54,79,85,60,53,63
,Belarus,53.7098,27.9534,66,99,28,75,91,85,94,80,90,99,93,87,99,97,97,85,26,82,75,76,98,91,82,100,90,78,100,90,100,100,89,98,97,89,91,23,52,2,90,44,73,94,97,94,94,44,79,100,90,69,59,44,81,83,55,74,84,95,38,73,97,82,91,97,100,81,94,91,56,60,77,67,55,82,24,62,96,73,94,42,70,51,2,0,10,3,73,79,83,100,56,86,91,49,32,13,12,7,8,72,33,17,59
,Belgium,50.8333,4.0,18,65,99,56,66,44,71,99,90,60,76,80,87,99,66,20,83,55,33,44,44,70,31,22,57,61,97,73,40,86,98,86,92,92,76,26,35,10,87,90,82,15,48,84,59,93,100,72,68,74,98,77,78,100,100,90,83,89,71,94,88,90,44,75,99,88,37,95,39,100,91,72,52,84,93,81,41,19,49,99,32,0,0,4,15,28,0,6,61,22,10,0,35,56,45,0,25,34,90,15,8,4,11
,Benin,9.3077,2.3158,25,12,8,28,28,36,16,18,31,57,50,70,22,4,0,6,0,3,10,15,28,28,40,13,12,53,23,42,52,22,33,34,35,2,37,47,5,1,26,22,34,15,26,7,25,12,15,65,20,22,7,13,9,6,34,2,22,16,21,41,56,54,61,77,22,36,21,40,23,62,94,69,31,94,78,80,89,56,66,74,100,91,87,100,95,89,55,45,40,74,92,90,88,48,82,69,43,72,67,66,88,63,82
,Bhutan,27.5142,90.4336,72,89,95,98,81,26,62,63,85,22,3,2,16,39,43,30,50,57,43,31,42,37,75,32,7,30,73,89,74,83,65,56,49,31,67,90,56,36,26,16,24,39,44,35,87,84,62,83,51,78,93,57,82,42,50,44,87,51,12,32,39,68,65,74,62,66,59,61,55,60,53,46,42,99,52,44,54,50,85,72,70,76,75,44,32,49,63,78,17,13,41,64,42,36,53,69,63,73,56,62,59,51,66
,Bolivia,-16.2902,-63.5887,98,97,97,97,76,86,94,99,94,71,46,85,90,85,79,54,35,73,76,80,61,71,98,93,53,57,53,56,85,94,71,77,86,88,89,90,98,82,83,75,98,96,86,76,87,71,3,61,42,53,99,98,98,99,72,12,43,92,67,31,3,21,3,19,49,18,28,45,41,51,43,41,59,36,66,94,100,93,100,99,95,96,78,59,75,49,72,62,64,83,93,77,56,80,71,59,53,63,98,61,0,3,8
,Bosnia and Herzegovina,43.9159,17.6791,8,3,0,71,89,42,9,1,4,33,91,31,1,28,0,0,1,42,95,77,9,39,0,4,77,81,75,77,80,32,26,50,88,98,98,90,43,54,5,23,82,97,96,23,97,64,28,55,67,98,74,18,22,82,80,63,65,85,66,45,83,76,86,93,32,95,99,95,73,51,76,9,39,100,74,0,8,25,10,25,28,98,93,98,89,99,98,41,21,61,96,88,3,30,33,56,0,0,0,0,0,34,12
,Brazil,-14.235,-51.9253,90,91,100,91,99,96,98,96,88,84,77,97,63,56,42,38,45,79,91,71,74,91,100,100,95,98,92,100,100,87,94,91,89,73,61,79,80,79,97,91,90,72,66,91,92,59,56,43,62,89,100,99,100,87,89,100,74,77,93,87,100,91,59,75,63,64,99,92,73,75,62,75,70,41,1,13,30,4,10,31,96,95,46,67,92,47,32,88,95,88,46,1,20,59,28,44,14,28,72,70,64,71,74
,Brunei,4.5353,114.7277,91,79,93,90,88,66,80,91,77,75,99,100,99,96,86,84,88,83,89,78,52,55,37,48,56,76,85,56,56,85,90,92,99,96,88,87,96,80,93,99,99,100,85,75,52,63,79,42,39,65,53,54,19,37,82,44,81,83,99,99,98,93,100,100,99,100,99,86,74,45,56,20,15,57,11,49,48,51,91,85,74,85,70,81,79,92,77,81,87,63,98,70,54,77,45,81,90,86,93,85,54,60,34
,Bulgaria,42.7339,25.4858,51,35,37,32,100,92,36,1,38,13,41,84,13,28,10,31,41,19,69,65,23,14,20,4,6,54,99,67,76,52,43,56,27,95,85,97,97,69,64,12,23,83,53,24,69,91,10,4,17,87,99,85,77,56,55,25,79,69,48,72,40,59,79,87,98,39,36,99,100,100,90,49,0,67,100,15,14,28,0,27,23,81,100,99,100,98,87,95,100,30,78,100,98,23,99,99,46,4,0,0,2,52,32
,Burkina Faso,12.2383,-1.5616,1,0,6,16,43,55,50,12,7,49,3,28,26,3,20,13,22,19,22,20,34,65,60,34,33,16,50,60,41,22,44,20,28,46,48,61,9,0,20,25,61,84,94,83,3,0,12,5,7,0,0,3,56,5,35,33,0,11,7,1,33,34,11,11,0,0,0,2,46,91,95,32,1,5,83,92,61,45,96,76,80,43,59,95,50,60,73,51,56,80,70,86,90,39,19,48,9,69,74,92,95,71,17
,Cabo Verde,16.5388,-23.0418,87,100,100,59,47,30,68,98,64,43,68,98,56,73,99,94,30,42,61,43,0,11,59,28,61,78,63,0,51,24,0,0,0,0,0,0,0,28,48,79,36,27,3,7,12,77,90,92,81,37,33,9,53,96,97,6,31,31,13,27,0,76,25,14,23,0,25,46,52,0,0,0,1,12,64,1,28,42,87,95,62,20,19,91,88,56,61,38,80,89,62,92,91,92,25,25,41,18,8,0,4,0,52
,Cambodia,11.55,104.9167,75,47,82,74,48,36,38,73,35,52,93,68,38,9,1,3,18,24,14,24,15,23,32,64,52,71,38,31,44,71,94,27,13,27,69,52,40,75,74,86,83,26,34,37,40,19,23,76,32,4,1,28,41,30,28,18,13,44,27,23,36,69,88,53,50,43,42,64,39,16,23,11,32,53,87,43,42,55,76,62,24,24,33,32,46,56,73,33,23,28,73,47,30,34,38,53,56,83,56,70,93,56,40
,Cameroon,3.8480000000000003,11.5021,74,82,67,25,24,44,32,40,56,81,64,45,38,31,45,59,72,67,42,52,37,50,43,40,36,61,30,13,80,85,77,53,73,78,72,59,70,81,85,74,56,31,48,39,36,43,44,56,61,43,77,71,63,48,70,52,56,72,86,57,69,80,78,84,81,83,79,70,43,57,79,85,83,25,44,72,78,82,81,81,82,49,75,78,88,86,85,49,74,69,82,83,82,86,80,66,76,72,80,93,66,91,88
Alberta,Canada,53.9333,-116.5765,71,76,42,97,61,40,45,84,83,63,78,82,77,80,52,33,95,69,57,71,66,32,42,65,46,6,34,28,19,63,31,64,56,47,52,61,73,37,37,51,68,34,97,64,91,71,76,56,91,43,0,15,66,32,23,42,60,39,57,60,100,50,56,65,56,56,79,93,32,15,57,65,73,87,60,16,10,64,65,69,20,33,54,90,95,20,66,86,95,97,98,98,89,36,82,49,89,56,56,23,78,92,44
British Columbia,Canada,49.2827,-123.1207,93,33,83,95,56,70,98,93,54,54,96,76,82,67,62,93,63,57,96,94,89,91,88,98,71,91,79,69,75,73,83,98,51,55,55,97,93,86,85,26,41,43,69,60,73,48,83,44,31,16,4,11,39,79,71,41,71,80,69,77,32,56,93,87,52,94,23,54,22,23,95,36,51,85,25,0,0,26,4,28,10,6,68,55,52,31,62,94,96,70,77,60,52,52,43,64,38,24,31,19,24,16,17
Grand Princess,Canada,37.6489,-122.6655,17,77,28,37,50,6,1,35,50,35,28,32,35,46,39,55,67,52,57,85,64,88,51,59,60,84,50,50,74,34,71,43,49,35,3,7,20,12,27,14,1,1,1,10,78,56,28,49,35,14,22,51,38,46,45,15,6,1,33,69,37,30,0,3,20,74,92,75,65,62,53,22,31,61,81,63,59,51,66,18,7,15,24,65,56,28,8,40,71,57,43,53,4,0,12,69,81,66,12,66,76,43,82
Manitoba,Canada,53.7609,-98.8139,95,96,74,85,89,80,63,49,62,97,52,55,97,92,93,45,19,94,100,28,37,85,70,52,45,83,83,75,95,78,93,92,47,97,53,45,25,16,64,62,78,47,75,19,7,82,42,51,51,14,5,12,16,38,88,72,53,48,62,69,79,95,86,74,83,72,81,76,100,53,18,94,100,88,38,67,62,23,20,26,21,16,60,31,87,40,68,72,64,25,80,66,100,95,98,18,43,84,66,74,47,73,90
New Brunswick,Canada,46.5653,-66.4619,91,70,44,59,56,81,45,47,99,31,63,79,91,59,67,70,82,8,17,95,34,12,43,47,40,81,96,71,50,13,4,19,51,69,28,20,20,88,98,52,6,78,71,49,96,18,22,46,28,47,56,7,5,25,21,41,83,44,94,54,36,55,38,73,88,55,14,37,22,72,94,63,28,71,43,16,10,67,17,46,98,23,3,34,83,15,65,72,3,38,71,69,94,99,99,79,52,33,12,26,49,88,24
Newfoundland and Labrador,Canada,53.1355,-57.6604,43,96,100,70,67,38,21,30,34,63,28,68,8,39,20,53,28,6,4,7,33,6,18,73,16,10,78,98,49,78,23,31,38,50,100,57,65,12,43,77,2,46,45,51,56,25,20,68,27,2,87,46,59,76,38,48,81,55,7,93,95,63,36,80,62,97,82,37,28,10,15,69,73,56,100,56,3,54,83,13,75,87,39,7,69,31,71,100,88,28,31,99,100,100,91,92,32,88,94,78,69,75,88
Nova Scotia,Canada,44.681999999999995,-63.7443,92,74,49,55,83,97,72,52,95,53,56,81,98,84,90,92,86,79,27,98,75,25,19,40,61,64,96,66,84,70,39,2,66,73,18,30,46,80,98,67,20,84,92,69,96,63,15,94,67,51,60,28,14,37,2,47,71,62,93,57,33,78,41,87,81,39,27,92,28,41,96,90,62,71,24,21,35,53,27,50,100,39,2,35,96,36,98,83,5,30,57,95,96,96,98,93,56,54,22,35,35,85,50
Ontario,Canada,51.2538,-85.3232,85,44,98,64,83,89,77,73,32,88,64,6,49,27,92,71,28,35,99,26,24,68,90,55,69,93,96,97,71,63,26,85,97,88,89,62,54,20,18,36,76,55,55,52,25,36,83,27,56,59,23,34,13,33,70,60,51,42,80,73,22,67,94,87,84,36,14,73,88,90,49,43,84,93,21,19,78,38,31,87,39,13,18,59,32,78,25,27,16,55,52,32,28,44,62,65,30,10,45,96,44,42,41
Prince Edward Island,Canada,46.5107,-63.4168,93,77,31,50,42,94,92,56,90,85,70,72,100,90,86,90,87,100,84,96,75,40,23,56,52,36,96,70,99,97,69,13,49,95,25,13,27,79,99,83,11,82,65,61,95,45,23,70,32,53,65,15,7,14,6,33,74,56,97,41,24,87,52,92,99,81,16,88,32,63,93,92,42,56,27,14,57,49,26,14,97,30,51,39,93,32,93,94,9,24,75,99,100,96,80,80,40,50,7,30,42,87,56
Quebec,Canada,52.9399,-73.5491,98,88,81,97,79,71,57,89,81,53,92,83,60,64,51,86,43,68,69,54,94,92,96,90,30,53,99,30,21,25,55,73,83,87,92,99,72,72,22,46,96,78,95,90,60,33,93,89,43,99,92,68,84,94,52,92,82,20,59,84,32,64,82,89,87,70,38,50,52,28,83,83,15,78,97,39,62,92,83,56,93,72,21,70,87,84,93,24,52,67,57,20,75,99,98,99,98,71,27,15,39,56,75
Saskatchewan,Canada,52.9399,-106.4509,60,73,85,65,91,12,28,7,94,64,7,82,84,79,32,31,53,96,83,37,48,37,93,81,71,97,85,98,99,89,53,37,78,46,18,18,77,56,74,74,52,38,76,3,32,70,21,75,48,2,3,1,25,61,8,37,34,66,66,50,92,59,73,55,80,80,52,96,78,14,26,59,45,38,92,79,17,73,44,38,55,52,25,83,73,61,48,21,51,89,90,84,71,28,2,78,81,90,43,46,46,41,28
,Central African Republic,6.6111,20.9394,100,98,100,56,40,51,53,28,30,64,23,6,1,1,0,15,50,27,21,22,25,44,40,26,65,69,15,42,15,53,47,34,10,28,21,36,49,59,28,84,34,25,50,18,3,50,48,28,78,78,64,32,31,39,49,54,46,23,30,55,40,81,32,6,39,16,75,86,44,60,77,74,73,82,36,61,69,93,96,74,94,80,69,84,72,91,71,88,77,85,79,84,69,93,83,73,68,44,57,90,75,88,99
,Chad,15.4542,18.7322,4,0,1,0,18,30,12,20,22,50,88,65,39,22,0,0,1,57,6,0,0,5,5,25,1,0,0,18,6,12,31,47,40,18,57,50,31,5,36,25,34,11,62,12,4,0,13,37,52,25,1,0,1,0,0,19,0,2,3,75,22,56,13,15,35,43,85,21,24,38,30,78,60,12,26,2,50,41,19,56,98,79,20,42,48,47,0,0,7,49,45,60,86,30,35,50,30,21,53,78,91,87,64
,Chile,-35.6751,-71.543,1,0,1,0,12,45,14,53,59,5,4,0,0,0,1,0,0,0,50,47,1,0,0,46,38,0,4,4,15,7,3,2,1,4,0,2,0,0,0,0,0,0,0,35,0,0,2,0,2,1,0,0,0,0,0,39,0,14,0,0,0,0,1,0,1,30,16,37,22,30,3,95,39,42,63,0,15,14,0,0,0,69,33,2,44,19,0,28,21,41,0,0,0,0,57,36,16,0,0,0,0,14,94
Anhui,China,31.8257,117.2264,61,99,100,100,100,100,99,96,100,100,98,12,73,46,98,100,97,76,25,39,72,99,100,100,99,100,100,56,15,0,0,37,61,56,9,13,94,100,73,18,72,73,4,45,56,98,57,5,54,93,7,57,12,54,76,60,88,74,100,99,92,73,85,87,13,77,42,61,100,64,59,79,78,32,21,85,56,34,52,0,49,96,74,56,73,99,100,95,99,98,100,94,45,54,61,52,63,52,55,9,90,99,7
Beijing,China,40.1824,116.4142,0,62,8,6,71,70,97,15,36,11,69,49,0,13,26,67,68,45,0,0,31,2,9,21,0,38,100,92,42,1,0,35,78,0,10,62,88,7,18,6,5,1,1,33,99,18,31,0,30,9,62,67,0,10,86,61,28,97,27,66,17,12,15,0,19,65,27,86,81,25,3,48,11,15,5,17,0,51,0,16,28,0,12,54,49,99,12,0,5,53,74,65,0,0,0,33,43,64,40,94,40,3,1
Chongqing,China,30.0572,107.874,76,75,95,100,97,100,65,98,86,94,75,1,70,91,98,89,52,83,91,64,72,77,98,99,99,89,82,80,43,11,91,94,95,89,1,38,99,49,88,72,99,38,5,28,56,100,70,40,68,59,62,86,59,90,88,71,45,71,94,8,38,100,100,94,65,68,15,68,100,68,96,84,80,65,56,96,85,50,59,51,48,64,64,67,74,19,96,96,95,77,73,83,90,100,100,97,94,83,72,30,95,89,8
Fujian,China,26.0789,117.9874,68,22,49,84,83,26,35,7,45,47,80,67,28,44,85,89,87,83,84,23,90,74,86,90,100,100,66,91,14,0,0,5,57,100,99,95,79,95,68,46,11,83,48,56,85,99,87,0,0,27,20,6,36,18,28,27,32,95,94,79,62,81,98,100,96,79,69,78,75,72,41,98,93,76,0,66,87,100,95,88,71,34,87,95,65,78,74,85,81,99,90,51,100,100,99,100,98,81,39,33,23,94,34
Gansu,China,37.8099,101.0583,45,18,33,11,97,100,45,76,97,95,16,26,35,57,76,12,31,74,49,57,30,11,79,76,67,6,2,44,0,4,43,95,15,14,37,49,56,21,7,9,10,2,4,44,34,5,53,10,19,54,69,2,0,55,16,2,34,89,6,75,100,97,33,3,50,10,9,100,64,0,37,86,16,54,99,85,28,28,30,47,41,26,33,62,72,80,68,87,99,100,96,82,97,99,92,80,78,85,26,9,4,6,60
Guangdong,China,23.3417,113.4244,4,51,24,71,85,70,52,23,67,71,80,52,36,73,68,74,60,93,98,77,99,77,68,75,100,74,15,35,17,0,0,56,80,94,97,85,93,80,48,78,44,96,53,57,86,88,91,19,0,9,27,26,9,20,55,38,38,70,99,61,20,78,92,100,86,97,85,93,89,20,78,98,94,59,72,93,99,93,91,95,100,54,15,40,80,69,54,96,97,99,99,96,96,99,98,100,100,87,74,56,53,94,32
Guangxi,China,23.8298,108.7881,50,80,96,83,52,72,27,36,52,92,81,35,84,99,97,98,94,99,96,99,98,97,98,98,98,32,47,64,36,0,9,85,99,99,92,97,98,96,99,96,78,93,72,85,53,78,40,42,27,65,92,98,23,32,25,42,68,92,99,50,73,89,98,100,89,97,71,65,70,56,75,99,99,79,87,100,100,96,96,70,77,35,46,22,74,61,67,89,99,98,91,82,97,100,100,100,96,57,62,21,99,90,63
