Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
Northern Territory,Australia,-12.4634,130.8456,24,25,24,24,24,24,24,24,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,25,25,25,25,25,24,25,24,24,24,25,25,25,25,26,26,26,26,26,25,25,25,24,26,26,25,25,26,25,25,25,25,25,25,25,24,24,24,24,23,23,24,24,24,25,24,22,23,23,23,23,23,23,23,24,23,23,23,24,24,23,24,24,24,24,25,24,24,22,22,23,22,23,23
Queensland,Australia,-28.0167,153.4,20,20,19,19,19,20,20,20,20,21,22,21,18,20,21,21,21,22,22,24,23,23,24,24,24,22,21,22,22,22,21,21,22,22,21,19,21,21,22,22,23,23,22,22,21,23,23,22,22,24,21,20,19,19,21,21,22,22,21,21,20,21,21,22,21,23,21,19,19,19,17,18,17,17,17,15,16,16,16,17,19,20,20,18,17,17,18,18,18,19,19,19,19,20,20,16,16,16,17,17,18,16,11
South Australia,Australia,-34.9285,138.6007,9,10,0,13,9,9,10,9,6,15,10,11,9,11,13,10,8,11,13,14,11,11,10,12,14,15,13,12,6,0,19,18,13,11,7,10,12,15,17,15,16,15,16,18,17,14,13,11,13,9,10,10,10,9,11,13,12,9,13,13,13,10,8,12,12,13,10,10,9,11,13,12,13,7,8,8,6,6,8,13,11,11,6,8,9,8,9,5,9,11,12,11,11,12,10,12,12,12,9,10,11,9,6
Tasmania,Australia,-41.4545,145.9707,4,5,5,5,1,4,6,4,9,10,3,5,6,9,12,8,3,4,8,11,8,8,6,6,10,7,5,8,9,3,6,11,5,1,2,5,8,10,10,7,9,13,14,12,13,12,5,3,7,5,4,3,5,8,7,7,3,5,4,8,9,4,5,8,11,7,4,5,5,5,6,9,8,2,5,7,8,10,9,8,7,3,3,3,4,4,7,9,10,7,6,7,8,8,4,0,3,3,4,6,7,3,5
Victoria,Australia,-37.8136,144.9631,9,10,10,6,9,11,14,13,15,13,10,10,11,14,14,12,11,14,16,16,11,10,12,8,12,14,11,12,12,4,8,18,11,7,6,9,13,17,15,14,16,18,17,18,19,17,15,15,16,12,10,10,9,14,16,16,9,7,11,12,12,9,9,13,16,12,11,11,10,10,12,10,10,6,9,9,10,10,11,11,9,10,8,8,8,10,11,11,12,11,10,9,14,13,10,9,8,8,10,9,12,8,8
Western Australia,Australia,-31.9505,115.8605,12,13,8,2,5,9,11,14,11,5,7,12,13,15,16,16,17,12,11,13,14,13,15,12,15,15,13,14,16,12,9,9,8,9,9,13,18,17,17,9,7,12,16,16,16,19,15,12,10,14,13,10,16,17,18,19,19,18,18,19,15,9,10,7,10,17,17,17,15,11,12,14,13,16,18,16,15,11,10,12,15,14,12,10,10,14,18,14,11,11,12,13,13,7,6,8,7,11,13,15,15,11,19
,Austria,47.5162,14.5501,-9,-8,-5,0,-3,-12,-5,-6,0,-1,-1,-9,-13,-12,-11,-2,-1,-1,-3,-5,-11,-11,-8,-7,-4,0,-1,-1,-4,-3,2,1,3,2,0,-4,-9,-10,-6,-5,-1,-1,-4,-4,0,-2,-4,-1,-1,-2,-2,-5,-7,1,2,1,-1,-5,-5,-6,0,0,0,-3,-4,0,-1,-3,-2,0,4,3,0,-1,-6,-6,0,3,3,4,2,-6,-11,-9,-8,-5,0,0,1,-3,-7,-7,-6,-2,0,-3,-1,-3,-8,-2,2,3,4
,Azerbaijan,40.1431,47.5769,0,0,3,3,-1,-1,0,-2,0,0,1,-2,0,-3,0,2,0,-2,0,0,-1,-3,-5,-7,-6,-10,-5,-6,-6,-5,-3,2,-1,-3,-5,-2,-3,-3,1,-6,-8,-7,-12,-7,-5,-1,-4,1,-1,-3,2,4,5,5,5,-3,-1,-3,-5,0,2,4,4,5,6,6,4,4,3,4,4,5,6,6,9,6,3,2,3,5,6,6,4,5,4,2,3,5,4,5,3,7,7,6,8,8,8,3,2,1,2,4,2
,Bahamas,25.0343,-77.3963,22,19,19,21,22,16,14,15,15,17,20,21,21,21,19,17,17,18,16,17,19,16,14,16,18,17,16,17,19,19,20,18,21,14,12,16,19,21,22,20,20,20,22,22,21,21,20,20,20,21,21,20,20,17,14,16,19,21,19,14,11,11,14,19,21,22,22,14,12,15,17,18,19,20,20,19,19,19,19,19,19,19,19,19,19,20,21,19,19,21,20,20,21,15,14,16,17,19,20,21,22,23,22
,Bahrain,26.0275,50.55,14,12,15,14,14,11,11,11,13,15,8,6,4,6,10,10,11,13,12,14,12,12,10,7,7,5,7,9,8,8,10,11,9,8,8,11,12,10,12,14,11,7,4,7,9,11,12,13,13,12,13,13,13,15,15,15,12,11,12,12,13,13,11,10,12,11,11,12,13,13,14,13,12,13,14,16,16,17,17,16,17,16,9,10,12,14,15,16,18,14,13,13,13,16,16,15,14,14,14,16,15,17,19
,Bangladesh,23.685,90.3563,13,15,14,15,14,9,9,11,13,12,12,13,11,12,12,13,14,14,14,12,9,9,10,8,8,9,10,11,12,14,14,9,7,5,7,8,9,8,7,9,6,8,8,8,10,14,13,12,12,11,12,13,11,12,14,16,15,14,12,11,12,14,15,16,16,17,17,16,14,10,10,14,15,15,15,14,12,12,10,11,11,16,15,15,15,15,14,15,11,5,6,8,18,19,17,18,14,13,19,20,18,19,16
,Barbados,13.1939,-59.5432,20,20,20,20,20,20,20,20,20,20,19,20,20,19,20,20,20,20,21,19,20,20,21,21,21,21,20,19,21,21,21,21,21,20,20,19,20,20,19,19,20,20,20,20,19,19,19,19,20,21,20,19,19,19,21,21,20,20,19,19,19,19,19,20,19,18,18,19,18,19,19,19,20,20,21,20,19,19,19,20,20,20,20,19,19,19,19,20,20,20,19,18,19,20,21,22,21,21,21,21,21,21,21
,Belarus,53.7098,27.9534,-2,-1,-5,0,-2,-4,-1,-3,0,0,0,-2,0,1,-1,0,-2,-4,-3,-2,-1,0,-2,-1,0,-1,-2,-1,0,0,0,1,4,0,-2,-9,-4,-10,-5,-4,-2,1,0,0,0,-2,-2,1,2,0,0,0,0,0,-1,-1,2,0,-2,-1,0,2,3,4,3,1,2,2,1,2,1,2,0,-3,-7,-8,0,1,3,-2,-1,-7,-9,-9,-9,-7,-7,-3,0,-6,-10,-3,0,-1,-1,-3,-2,-4,0,1,-2,-6,-8
,Belgium,50.8333,4.0,-1,1,6,2,2,0,3,8,9,5,1,3,4,6,5,4,5,1,1,0,-2,-2,-1,-4,-2,2,6,3,1,5,8,8,7,7,3,1,0,-1,5,6,4,0,1,4,4,6,8,4,3,3,5,2,3,7,5,4,2,1,1,5,3,4,2,2,5,4,2,5,4,8,10,4,3,4,6,5,1,4,4,4,1,-3,-6,-8,-8,-5,0,2,-3,-2,0,-3,0,2,1,3,5,6,7,7,7,4,5
,Benin,9.3077,2.3158,-9,-8,-10,-4,0,4,4,4,3,9,17,17,8,-3,-2,0,-1,0,0,4,6,2,-3,-11,-16,-14,-9,-6,-10,-20,-16,-11,-15,-15,-13,-9,-9,-7,-8,-3,1,-7,-12,-7,-8,-11,-11,-9,2,-4,1,-2,0,-3,-10,-8,-3,9,13,8,17,20,20,17,6,14,15,17,19,19,14,13,19,18,12,10,15,17,19,20,21,20,20,21,20,19,18,19,19,21,20,19,20,19,21,20,20,20,21,21,19,16,18
,Bhutan,27.5142,90.4336,-11,-2,0,0,-3,-12,-4,0,0,-4,-8,-8,-3,-1,-1,-1,0,0,-3,-4,-4,-3,-3,-7,-16,-6,-3,-1,-1,0,-1,-1,-3,-4,-1,-1,-3,-3,-3,-6,-7,-1,0,0,1,2,2,3,3,3,4,2,2,0,0,0,1,-1,-5,-1,2,3,2,2,1,0,1,0,0,3,3,3,1,4,3,-1,0,3,3,3,2,2,3,2,2,5,7,7,4,2,5,6,3,2,3,2,3,4,4,4,4,5,5
,Bolivia,-16.2902,-63.5887,23,22,21,22,21,22,22,23,22,22,22,22,22,22,23,22,21,21,22,22,22,22,23,20,20,20,22,22,21,23,21,19,21,22,22,22,21,23,21,23,23,23,22,21,22,22,22,22,22,22,23,23,20,12,12,17,22,21,18,17,15,15,16,18,18,18,20,20,20,21,21,20,20,21,21,23,23,22,22,21,19,19,20,22,23,22,22,20,21,22,23,22,22,22,17,19,21,22,19,17,11,10,13
,Bosnia and Herzegovina,43.9159,17.6791,-7,-11,-11,-8,-7,-10,-13,-8,-12,-9,-4,-5,-4,-3,-5,-7,-7,-9,-6,-7,-10,-15,-10,-12,-1,-1,-1,0,-1,-6,-3,0,2,2,0,-6,-11,-7,-5,-4,0,1,-2,-6,-1,-3,-4,-7,-3,-2,-5,-8,-11,-10,0,0,0,-5,-4,-6,-1,1,1,-2,-4,0,-2,-4,-3,-3,0,0,1,-1,-4,-6,-9,-3,-7,-6,-5,-2,-10,-9,-8,-3,-1,-1,-1,-2,-7,-8,-5,-4,-4,-3,-9,-13,-15,-9,-5,0,-2
,Brazil,-14.235,-51.9253,22,21,21,21,21,21,22,21,21,22,21,22,22,21,20,21,22,21,20,20,21,22,22,22,22,22,22,22,22,21,21,21,21,21,21,22,21,21,21,21,21,20,20,21,21,21,22,21,21,22,22,22,22,21,21,21,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,20,20,21,22,22,21,21,22,22,21,22,21,22,21,21,20,21,21,21,21,20,21,22,21,21,21,21
,Brunei,4.5353,114.7277,23,23,23,22,23,23,23,23,23,23,23,22,23,23,23,24,23,23,24,23,23,22,21,21,22,24,24,24,24,23,21,22,22,23,23,22,21,21,22,22,22,21,22,23,23,23,24,22,21,22,22,21,21,21,22,22,24,23,24,24,24,24,24,23,23,22,22,22,23,23,23,24,23,23,22,23,22,22,22,23,22,23,23,23,24,24,24,24,23,23,23,23,24,24,24,24,24,23,23,22,24,23,23
,Bulgaria,42.7339,25.4858,-4,-5,-5,-4,-3,-6,-8,-8,-7,-3,0,0,-1,-1,-1,-1,-3,-5,-5,-5,-5,-9,-7,-7,-10,-1,1,0,0,-3,-6,3,3,1,2,-2,-7,-5,-10,-5,-2,1,-2,-3,0,0,-1,0,0,2,0,-1,-2,-3,-2,-2,1,0,-4,-3,0,1,5,5,1,1,3,6,4,2,2,4,4,3,-1,-8,-6,-2,-2,0,3,2,-2,-4,-3,0,0,0,1,1,0,-3,-2,0,1,0,-5,-6,-5,-2,-1,1,-1
,Burkina Faso,12.2383,-1.5616,-15,-12,-17,-13,-9,-4,-2,-1,-3,-1,-5,-4,-14,-14,-11,-6,-7,-11,-8,-3,0,0,-9,-16,-18,-18,-18,-18,-22,-20,-14,-13,-15,-17,-17,-16,-15,-19,-17,-11,-9,-15,-19,-19,-19,-18,-16,-16,-12,-9,-9,-10,-12,-10,-13,-16,-14,-12,-12,-14,-14,-12,-11,-11,-15,-19,-15,-9,-16,-19,-19,-20,-10,-4,0,0,5,15,13,14,4,-2,7,18,7,-3,-6,0,-3,-5,-4,-4,-5,-7,0,9,-9,5,-3,16,16,14,13
,Cabo Verde,16.5388,-23.0418,17,16,16,16,16,15,14,14,13,13,13,13,14,15,15,16,15,15,15,16,16,16,16,17,17,17,17,17,16,16,17,17,17,16,16,16,17,16,17,17,17,16,16,16,16,17,17,17,17,17,17,17,17,16,15,16,17,18,17,17,17,17,17,18,18,18,18,18,17,17,17,17,18,17,17,17,16,15,15,15,15,16,16,15,15,15,15,15,16,17,17,18,18,18,18,18,18,18,19,18,18,19,19
,Cambodia,11.55,104.9167,17,18,18,17,15,16,18,20,18,19,21,21,18,15,17,17,17,19,19,19,19,19,19,17,19,19,19,18,19,20,18,17,14,14,16,16,16,14,16,16,16,18,19,19,19,20,20,21,17,14,14,16,15,13,13,15,17,18,17,17,19,20,19,20,20,20,20,22,21,21,21,20,20,20,19,19,18,19,19,18,17,19,19,20,20,20,21,21,21,20,21,20,20,20,20,20,20,22,22,22,23,23,22
,Cameroon,3.8480000000000003,11.5021,19,17,12,11,13,16,15,17,18,18,20,18,18,18,21,18,18,19,18,17,16,13,12,6,3,3,13,17,17,18,19,18,18,20,19,20,18,15,17,19,16,14,17,15,15,16,19,20,19,15,17,19,18,19,19,18,20,20,20,20,21,20,20,21,21,21,21,20,20,21,21,21,21,20,19,20,20,20,21,20,19,19,19,21,20,20,20,21,21,21,21,21,21,21,20,20,20,20,21,20,21,20,19
Alberta,Canada,53.9333,-116.5765,-2,-3,-12,-9,-7,-10,-11,-13,-19,-23,-23,-27,-32,-34,-37,-39,-35,-33,-32,-16,-4,-7,-5,-6,-3,-4,-9,-6,-8,-7,-7,-4,-5,-11,-15,-12,-5,-6,-9,-9,-8,-8,-4,-13,-6,-11,-9,-11,-19,-15,-11,-10,-7,-9,-12,-12,-9,-5,-3,-5,-5,-8,-5,-6,-8,-9,-11,-15,-14,-13,-8,-5,-11,-22,-22,-20,-11,-8,-10,-11,-11,-7,-7,-5,-9,-12,-6,-2,-11,-8,-12,-16,-18,-20,-15,-12,-11,-8,-7,-8,-1,-4,-12
British Columbia,Canada,49.2827,-123.1207,5,5,1,6,3,3,2,6,0,0,1,1,0,-9,-11,-7,-1,-2,1,4,5,5,4,7,7,5,6,5,4,5,4,7,3,0,0,0,1,3,3,2,0,0,3,3,3,2,4,2,0,0,-1,0,0,3,4,0,1,4,5,4,2,1,3,4,1,3,0,0,0,0,1,2,0,-4,-13,-9,-3,0,1,2,2,2,3,3,3,2,3,5,7,5,4,3,2,0,1,0,0,1,2,3,4,5,2
Grand Princess,Canada,37.6489,-122.6655,8,10,8,8,8,7,6,7,8,8,7,7,6,7,6,5,6,5,4,4,7,10,9,8,10,11,10,9,10,8,10,9,9,5,1,0,5,7,8,7,1,4,6,7,6,6,7,8,7,6,7,7,7,8,8,7,7,8,8,8,6,4,3,8,8,9,8,7,6,7,8,10,8,8,7,5,5,5,6,7,7,8,9,8,7,5,5,6,8,9,9,10,6,5,6,9,7,5,7,8,10,10,8
Manitoba,Canada,53.7609,-98.8139,-13,-13,-16,-10,-13,-13,-19,-25,-29,-19,-26,-27,-16,-15,-22,-30,-34,-23,-21,-25,-22,-12,-13,-20,-14,-12,-12,-15,-14,-13,-11,-6,-8,-12,-22,-22,-24,-31,-25,-19,-14,-14,-15,-33,-29,-17,-24,-27,-21,-27,-26,-15,-8,-6,-3,-13,-19,-22,-17,-14,-7,-7,-13,-11,-10,-8,-6,-17,-22,-20,-23,-9,-7,-16,-21,-18,-12,-21,-24,-23,-22,-19,-8,-9,-7,-13,-7,-4,-5,-18,-6,-1,-4,-9,-12,-14,-12,-6,-2,-4,-9,-6,-8
New Brunswick,Canada,46.5653,-66.4619,-6,-4,-5,-3,-2,-6,-13,-10,-10,-15,-11,0,-8,-14,-12,-9,-9,-21,-24,-14,-15,-21,-14,-7,-8,-9,-4,-2,-8,-15,-16,-14,-12,-7,-6,-6,-12,-13,-8,-14,-19,-8,-7,-5,-7,-23,-22,-9,-10,-19,-8,-23,-21,-10,-5,-4,-2,-3,-5,-7,-11,-9,-9,0,0,-5,-10,-12,-9,-7,-8,-6,-10,-6,-3,-11,-13,-6,-7,-7,0,-8,-16,-14,-2,-5,-4,-2,-5,-5,-5,-4,-1,0,0,-2,0,-2,-6,-7,-5,-2,-2
Newfoundland and Labrador,Canada,53.1355,-57.6604,-19,-10,-2,-4,-9,-14,-20,-25,-18,-21,-25,-15,-24,-26,-25,-23,-26,-30,-28,-27,-26,-26,-20,-10,-21,-20,-12,-14,-17,-18,-19,-18,-19,-15,-6,-10,-15,-21,-21,-23,-25,-16,-18,-15,-18,-28,-26,-15,-17,-24,-12,-25,-24,-13,-12,-18,-11,-20,-24,-17,-9,-14,-15,-8,-7,-4,-12,-16,-18,-27,-25,-17,-14,-12,-6,-11,-19,-12,-7,-17,-11,-7,-16,-13,-7,-9,-7,-4,-3,-10,-10,-6,0,-1,-5,-8,-11,-8,-7,-7,-7,-3,-1
Nova Scotia,Canada,44.681999999999995,-63.7443,-2,0,-2,0,0,-2,-8,-4,-3,-8,-6,4,0,-7,-4,-3,-6,-12,-16,-4,-6,-15,-13,-4,-4,-5,1,0,-4,-8,-12,-9,-4,-3,-5,-2,-6,-8,0,-7,-12,-2,-1,-2,-1,-13,-15,-2,-1,-11,-1,-14,-17,-6,-3,0,0,0,-1,-3,-3,-3,-4,2,2,-4,-8,-8,-7,-2,-1,0,-4,0,0,-8,-10,-5,-3,-4,4,-3,-16,-10,0,-3,-1,-1,-3,-3,-4,-2,1,5,4,0,-2,-1,-6,-2,-4,0,-1
Ontario,Canada,51.2538,-85.3232,-14,-20,-12,-15,-15,-18,-16,-17,-29,-24,-16,-29,-31,-28,-15,-22,-28,-28,-16,-21,-18,-11,-6,-17,-17,-9,-9,-11,-16,-18,-19,-9,-3,-5,-8,-19,-17,-30,-35,-26,-14,-13,-10,-28,-34,-27,-9,-22,-20,-17,-27,-20,-9,-5,-10,-12,-15,-22,-22,-22,-21,-10,-6,-7,-10,-18,-19,-10,-25,-22,-19,-16,-7,-5,-17,-20,-6,-12,-16,-12,-19,-18,-13,-2,-4,-5,-14,-7,-2,-4,-11,-8,-4,-5,-2,-3,-5,-7,-6,-2,-6,-9,-6
Prince Edward Island,Canada,46.5107,-63.4168,-4,-1,-3,-2,-1,-3,-7,-6,-5,-8,-7,0,-4,-8,-7,-6,-7,-10,-16,-8,-8,-16,-13,-4,-6,-9,-2,0,-3,-9,-10,-11,-9,-4,-6,-4,-7,-10,-4,-9,-15,-4,-6,-3,-5,-17,-18,-5,-6,-12,-3,-19,-18,-8,-4,-3,-1,-3,-3,-4,-5,-2,-5,0,0,-2,-7,-7,-7,-8,-7,-4,-7,-5,-1,-7,-7,-5,-4,-6,1,-4,-11,-8,-3,-2,-2,-1,-3,-5,-3,-2,-1,0,0,-2,-2,-1,-4,-3,-3,0,0
Quebec,Canada,52.9399,-73.5491,-10,-11,-12,-10,-16,-20,-22,-18,-19,-32,-17,-22,-31,-29,-27,-21,-31,-36,-32,-30,-23,-19,-10,-14,-23,-16,-6,-20,-26,-27,-23,-18,-12,-8,-8,-14,-24,-23,-33,-32,-20,-20,-12,-18,-34,-37,-20,-18,-30,-17,-25,-30,-17,-9,-20,-9,-17,-25,-21,-14,-17,-19,-11,-12,-15,-20,-24,-20,-28,-32,-19,-21,-22,-12,-12,-23,-21,-10,-20,-21,-13,-25,-23,-12,-6,-7,-9,-17,-12,-6,-4,-7,-6,-2,1,0,-1,-8,-12,-13,-9,-6,-7
Saskatchewan,Canada,52.9399,-106.4509,-13,-8,-6,-11,-8,-12,-14,-29,-22,-23,-33,-23,-22,-30,-35,-38,-38,-24,-23,-30,-21,-8,-10,-9,-9,-5,-8,-9,-6,-8,-7,-7,-7,-11,-23,-19,-17,-22,-12,-11,-12,-10,-10,-33,-29,-12,-25,-18,-21,-29,-29,-14,-8,-7,-9,-13,-16,-14,-9,-6,-4,-12,-3,-8,-5,-5,-4,-13,-19,-19,-12,-5,-11,-20,-19,-15,-14,-14,-21,-19,-17,-12,-8,-7,-6,-9,-8,-4,-5,-8,-7,-11,-17,-19,-20,-15,-10,-4,-6,-5,-9,-2,-9
,Central African Republic,6.6111,20.9394,-4,-2,-1,0,2,2,4,3,0,-1,-7,-10,-12,-7,-3,-2,-3,-4,-3,-4,-9,-9,-11,-11,-10,-6,-3,-6,-9,-7,-8,-7,-3,-1,-2,0,3,-1,0,-1,-1,-4,-6,-4,-4,-4,-3,6,14,16,12,0,-2,-5,-7,4,-1,-2,-2,0,-1,9,12,0,4,6,14,16,14,15,14,13,10,0,9,10,3,14,16,13,18,17,16,17,18,18,18,18,19,19,17,17,15,18,20,20,19,19,19,20,19,21,21
,Chad,15.4542,18.7322,-8,-14,-7,-6,-9,-14,-15,-11,-9,-14,-15,-20,-17,-18,-14,-7,-5,0,-7,-11,-16,-14,-16,-17,-17,-17,-19,-22,-26,-18,-20,-18,-20,-17,-21,-17,-16,-18,-8,-14,-18,-12,-19,-21,-24,-21,-15,-9,-9,-7,-11,-12,-17,-13,-11,-13,-17,-16,-15,-18,-18,-17,-14,-14,-16,-16,-14,-15,-13,-10,-15,-16,-7,-12,-16,-17,-19,-20,-15,-18,-16,-14,-12,-9,-11,-6,-7,-6,-7,-7,-3,-5,-6,-10,-12,-9,-10,-10,-10,-10,-9,-10,-11
