Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20
,Bhutan,27.5142,90.4336,10,9,7,7,4,13,11,10,10,11,13,16,15,14,14,15,11,13,10,10,11,12,7,10,12,9,7,7,11,8,9,10,9,8,8,7,8,11,11,10,12,12,15,16,11,12,14,12,14,11,12,14,10,11,10,11,7,13,16,16,13,11,10,8,11,11,11,14,15,13,12,17,17,10,13,14,13,12,12,11,11,13,12,16,16,18,19,16,18,21,17,13,14,16,15,16,16,14,15,14,17,16,15
,Bolivia,-16.2902,-63.5887,27,30,32,32,33,33,30,26,31,31,33,31,33,29,29,32,36,32,33,34,34,34,28,34,34,36,37,35,31,28,29,29,29,32,30,30,31,30,32,30,28,27,27,30,31,32,34,31,34,34,31,28,28,25,26,31,30,25,32,33,34,35,36,35,36,36,35,35,36,35,34,36,31,36,35,34,27,30,31,32,26,28,32,31,32,32,32,29,32,33,31,33,33,34,27,32,34,34,25,28,29,29,32
,Bosnia and Herzegovina,43.9159,17.6791,-1,1,5,1,-6,-5,0,-1,2,3,0,-1,2,1,3,3,4,2,-3,-4,2,5,1,4,3,2,3,3,3,1,4,5,6,7,5,-4,-3,0,2,4,3,6,2,5,1,3,8,11,4,3,0,4,3,10,5,9,5,-1,-1,2,1,5,4,0,5,3,-1,-1,2,4,10,14,14,2,2,10,12,10,13,14,12,0,-7,-5,-3,1,2,5,9,3,-3,-4,5,8,6,9,12,13,13,16,14,13,15
,Brazil,-14.235,-51.9253,31,33,30,30,26,24,28,29,31,29,32,32,31,31,32,34,34,33,33,34,33,32,26,25,27,28,29,27,28,29,29,33,33,32,33,29,30,29,26,27,25,25,33,31,31,34,28,32,33,31,30,30,29,31,32,29,31,31,32,31,24,29,29,30,30,30,26,30,30,28,30,26,29,32,28,31,30,31,33,33,28,30,30,29,29,29,29,29,28,30,32,32,33,33,32,33,34,34,30,31,30,30,30
,Brunei,4.5353,114.7277,32,32,29,30,32,33,33,32,31,31,28,28,29,27,30,30,30,32,31,32,33,33,33,33,32,32,30,32,29,29,31,31,32,31,30,30,32,32,33,32,32,32,34,34,33,33,31,30,32,32,33,34,33,34,32,35,30,30,31,33,33,32,30,27,25,30,32,32,30,29,34,33,35,34,33,33,33,33,35,31,32,33,32,31,33,33,33,32,33,33,30,33,29,31,34,34,31,32,29,31,32,33,32
,Bulgaria,42.7339,25.4858,-1,-2,3,5,-2,-4,-4,-2,2,5,7,1,5,5,6,4,0,1,-1,-2,1,6,0,2,8,8,6,6,4,0,6,9,11,11,8,-2,-6,-2,-4,1,3,5,2,2,3,1,3,7,10,4,0,1,0,7,8,9,11,8,4,1,7,12,12,9,3,7,11,9,8,4,8,13,16,8,0,1,8,6,8,11,13,8,-1,-1,0,3,5,7,9,10,4,0,0,7,4,6,6,8,10,12,15,14,11
,Burkina Faso,12.2383,-1.5616,32,29,27,28,30,32,33,35,36,36,35,35,33,33,34,35,34,33,32,34,36,36,35,34,36,35,34,35,36,36,36,35,35,34,34,34,34,34,35,35,36,35,34,33,35,36,37,37,37,37,37,37,38,38,37,36,36,37,37,38,39,39,39,39,39,40,39,39,39,38,39,40,39,39,39,40,41,39,41,39,39,40,39,37,37,37,38,39,41,41,41,42,41,42,42,41,42,41,41,38,36,38,39
,Cabo Verde,16.5388,-23.0418,24,23,23,23,23,23,22,21,22,21,22,22,22,22,22,23,22,22,23,23,23,22,22,23,23,24,23,23,23,22,23,24,24,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,24,23,22,22,21,21,21,23,25,24,24,23,23,24,23,23,23,23,23,23,22,23,24,25,24,24,23,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,24,24,24,24,24
,Cambodia,11.55,104.9167,34,34,34,33,34,34,34,34,35,35,33,33,34,34,33,34,35,33,34,34,35,35,34,34,34,34,34,34,33,29,31,33,33,34,34,34,34,35,34,32,31,35,35,36,36,36,36,33,35,35,35,35,35,35,35,35,36,35,35,35,36,35,36,35,34,34,36,37,37,38,36,37,37,37,37,37,37,36,36,36,36,36,37,36,35,37,37,37,37,37,38,37,36,38,37,38,37,36,35,33,33,34,35
,Cameroon,3.8480000000000003,11.5021,32,32,32,31,32,32,33,33,33,31,29,32,33,34,31,33,32,32,31,33,33,33,33,32,32,33,33,34,33,33,32,33,33,30,31,28,29,33,35,32,33,35,34,34,34,35,34,31,30,34,35,34,36,35,35,35,33,33,33,35,31,31,32,30,31,30,28,32,32,32,30,30,31,32,33,32,32,33,32,25,31,31,32,27,28,28,32,32,31,31,32,28,31,29,27,32,29,32,28,28,32,23,30
Alberta,Canada,53.9333,-116.5765,2,0,-5,-4,0,0,-5,-8,-14,-16,-14,-20,-26,-29,-29,-29,-26,-25,-19,0,5,1,1,2,3,2,-1,1,0,2,1,1,2,-5,-9,-1,0,0,-2,-3,0,0,0,-6,0,-8,0,-6,-15,-3,3,2,4,-1,-1,-2,0,3,5,2,-1,1,0,0,-1,1,-9,-11,-3,0,2,-2,-7,-18,-15,-3,3,-4,-4,-4,3,0,3,-1,-5,0,2,3,-6,-2,-8,-12,-12,-9,-8,-3,-5,1,-1,2,7,0,-3
British Columbia,Canada,49.2827,-123.1207,8,10,6,11,7,7,5,9,6,5,4,6,4,-2,-3,0,3,4,5,7,8,8,7,9,10,9,10,8,9,9,9,11,9,5,5,2,5,6,8,9,6,7,8,8,7,9,8,7,7,7,8,9,10,7,8,8,7,8,9,8,9,7,6,8,9,8,8,7,7,8,6,9,8,8,5,8,11,12,12,13,13,12,11,10,8,10,8,8,10,12,9,9,8,9,9,11,12,12,13,14,15,14,15
Grand Princess,Canada,37.6489,-122.6655,14,13,14,13,12,13,12,12,12,12,11,12,12,12,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,14,13,12,12,12,12,13,12,13,15,14,15,13,10,11,12,12,14,13,12,13,14,12,12,13,14,15,15,13,11,13,15,14,14,12,12,11,12,14,15,14,13,12,10,10,10,11,11,12,14,14,14,12,12,11,12,12,12,13,13,13,12,13,12,13,12,10,12,11,13,13,11
Manitoba,Canada,53.7609,-98.8139,-8,-8,-10,-6,-7,-8,-10,-19,-18,-14,-19,-17,-11,-10,-16,-23,-24,-15,-16,-16,-11,-4,-8,-11,-8,-6,-8,-8,-9,-8,-6,0,-2,-5,-16,-11,-17,-21,-14,-10,-7,-5,-4,-20,-17,-8,-19,-17,-14,-18,-14,-1,0,1,0,-8,-12,-14,-10,-3,-1,-3,-6,-4,-4,0,1,-13,-14,-11,-12,-1,-4,-9,-13,-8,-4,-11,-11,-10,-7,-8,0,-1,-2,-3,0,2,3,-7,2,2,0,-5,-7,-3,-2,1,1,0,-1,0,-3
New Brunswick,Canada,46.5653,-66.4619,-2,0,1,3,3,0,-5,-2,-4,-8,0,8,-5,-7,-6,-2,-2,-13,-11,-5,-7,-9,-3,2,0,-1,0,1,-2,-7,-3,0,0,0,1,0,-5,-5,-4,-8,-6,0,0,0,0,-14,-9,0,-1,-7,0,-13,-6,0,4,5,5,3,-3,-2,-2,-2,0,6,1,0,0,-1,2,-1,-2,0,0,1,1,-2,-1,0,0,4,5,-2,-3,0,3,5,3,4,7,7,1,2,2,2,2,4,9,5,3,4,6,0,4
Newfoundland and Labrador,Canada,53.1355,-57.6604,-7,-3,0,0,-3,-8,-13,-14,-11,-13,-16,-9,-15,-17,-16,-14,-15,-20,-19,-18,-15,-19,-12,-4,-16,-12,-5,-9,-10,-12,-11,-10,-8,-7,-2,-4,-9,-13,-14,-14,-15,-9,-10,-7,-8,-19,-18,-7,-10,-14,-6,-21,-14,-6,-7,-9,-4,-11,-12,-9,-5,-6,-6,-2,0,0,-7,-8,-5,-19,-12,-9,-6,-2,-2,-6,-8,-3,-1,-9,-1,-3,-8,-2,0,0,2,-1,0,-2,0,-1,1,0,-1,-2,-2,-2,-3,-1,0,1,3
Nova Scotia,Canada,44.681999999999995,-63.7443,3,3,3,5,5,1,-3,2,0,-3,3,9,2,-1,0,0,0,-7,-8,1,-1,-7,-3,3,2,0,6,4,-1,-1,-5,3,1,0,2,4,1,-2,9,-2,-3,4,1,1,1,-9,-4,2,4,-3,5,-7,-4,3,5,5,5,6,1,1,2,0,2,7,6,3,4,-3,3,6,3,4,4,3,7,2,0,2,5,5,7,6,-1,0,4,7,2,4,10,10,5,3,8,7,7,5,7,10,5,7,6,5,7
Ontario,Canada,51.2538,-85.3232,-9,-12,-5,-9,-7,-10,-11,-9,-22,-12,-8,-19,-19,-16,-6,-17,-17,-16,-9,-13,-8,-4,0,-9,-6,-3,-4,-5,-8,-8,-7,-2,0,-1,-3,-14,-5,-21,-22,-12,-8,-5,-5,-24,-21,-13,-4,-14,-8,-12,-17,-8,0,4,-2,-4,-10,-13,-15,-12,-6,0,-1,0,-6,-8,-4,2,-16,-10,-9,-4,0,-2,-8,-6,1,-6,-4,-4,-9,-3,1,3,4,3,-1,4,4,5,-1,2,7,4,5,2,4,3,2,0,0,0,3
Prince Edward Island,Canada,46.5107,-63.4168,0,2,1,1,2,0,-3,-1,-1,-3,1,8,-2,-4,-3,-1,-3,-7,-11,-1,-3,-11,-5,1,0,-1,3,1,0,-4,-6,-3,-1,-1,0,0,-2,-5,0,-6,-9,1,0,0,0,-12,-9,0,1,-5,1,-12,-8,0,2,2,2,0,0,0,0,0,0,2,3,0,-1,-4,0,-4,0,0,-2,1,2,-1,-4,1,0,2,5,2,-3,0,0,1,1,1,3,2,0,0,0,2,2,0,3,5,1,1,4,3,4
Quebec,Canada,52.9399,-73.5491,-5,-7,-7,-4,-13,-14,-16,-14,-13,-24,-10,-17,-24,-18,-17,-14,-24,-26,-22,-22,-18,-13,-4,-9,-13,-5,-2,-12,-14,-17,-13,-10,-8,-4,-4,-10,-19,-19,-23,-22,-12,-14,-5,-6,-27,-26,-10,-9,-19,-10,-21,-20,-7,-3,-10,-1,-9,-13,-9,-8,-8,-9,-4,-7,-7,-11,-13,-8,-21,-17,-9,-12,-9,-5,-8,-14,-10,-4,-12,-7,-7,-18,-10,-4,-1,0,-7,-6,-2,1,2,2,0,3,4,2,1,-2,-3,-2,0,0,0
Saskatchewan,Canada,52.9399,-106.4509,-4,-3,-1,-7,-3,-6,-5,-21,-15,-18,-25,-15,-16,-24,-27,-28,-24,-18,-17,-21,-8,1,-3,-4,-2,-2,-3,-4,-2,-4,1,3,-1,-4,-15,-8,-10,-14,-4,-4,-3,-2,-2,-23,-12,-4,-17,-10,-14,-18,-15,-3,0,0,0,-4,-9,-5,1,2,1,-7,1,0,0,0,2,-9,-12,-5,0,2,-6,-13,-11,-7,-2,-7,-9,-7,-4,-2,1,0,-1,0,1,0,0,1,-1,-6,-9,-12,-7,-5,-2,0,2,0,1,2,-3
,Central African Republic,6.6111,20.9394,37,35,35,36,35,35,36,37,36,36,36,34,35,36,38,38,38,37,36,36,36,36,34,34,34,36,36,37,37,38,38,36,37,38,37,37,37,38,39,38,37,37,37,37,38,38,39,39,36,39,38,38,39,38,40,36,38,39,40,40,39,36,38,40,39,40,38,41,39,38,38,34,36,38,38,40,40,37,38,37,36,36,38,36,38,36,37,37,35,35,36,37,39,38,34,35,36,37,38,31,35,31,30
,Chad,15.4542,18.7322,28,24,23,25,26,28,30,29,29,31,32,32,33,35,33,30,28,26,27,29,28,28,27,27,28,29,31,32,31,31,29,30,30,31,30,31,32,33,32,32,29,28,28,31,32,34,34,31,32,32,34,34,34,32,28,29,33,36,38,36,37,38,39,38,39,38,40,41,40,38,37,29,29,32,35,36,37,37,38,39,39,41,42,42,43,42,41,41,42,42,43,43,43,44,44,44,44,42,40,39,38,36,38
,Chile,-35.6751,-71.543,34,32,32,33,32,25,27,28,24,27,30,33,34,32,31,27,34,35,36,35,34,35,32,31,34,33,33,34,31,30,33,34,31,33,31,28,27,28,31,34,35,34,33,30,27,30,31,30,25,32,32,34,31,30,29,25,31,33,33,33,35,31,31,33,33,34,34,31,31,33,33,32,30,28,30,30,28,28,29,30,30,23,25,27,26,30,31,26,25,25,27,27,26,31,28,27,24,26,28,28,24,23,21
Anhui,China,31.8257,117.2264,6,9,8,9,11,9,5,6,4,5,5,8,9,7,3,3,5,6,10,12,7,7,9,8,7,3,6,9,11,10,12,13,14,13,15,12,4,6,9,14,15,15,17,19,17,3,7,11,13,15,18,17,17,20,24,19,14,14,9,12,11,12,14,15,15,14,19,14,10,15,19,18,15,17,21,19,23,25,22,27,26,22,21,23,25,20,12,11,6,13,11,16,19,19,21,18,20,22,23,26,21,12,22
Beijing,China,40.1824,116.4142,-1,3,5,7,3,4,4,4,2,4,0,2,1,0,1,2,3,3,5,4,4,6,8,3,4,4,5,8,9,7,10,5,5,4,1,-2,0,4,6,10,12,12,14,14,5,0,3,10,11,11,8,10,10,11,12,11,11,9,11,7,10,11,8,9,12,13,17,9,13,13,16,15,13,17,19,17,24,24,20,26,21,25,23,21,23,13,15,16,19,21,20,18,23,26,19,20,25,18,19,15,19,24,27
Chongqing,China,30.0572,107.874,14,14,15,13,13,11,15,11,12,11,13,15,12,12,11,12,14,12,12,14,15,15,11,10,10,12,13,14,14,16,13,11,10,12,16,14,11,14,15,17,13,18,20,20,17,7,11,14,14,15,13,15,15,16,14,15,19,22,15,20,21,12,12,14,16,16,19,17,13,18,15,20,17,19,18,17,18,22,25,27,26,23,24,25,26,30,18,13,13,17,19,17,19,16,16,17,20,22,21,27,18,18,23
Fujian,China,26.0789,117.9874,15,19,18,20,20,22,23,18,20,19,14,11,15,16,15,14,10,12,10,15,16,22,23,21,16,10,7,8,8,9,12,14,12,8,10,12,11,12,13,14,18,19,18,18,16,19,4,8,12,15,18,22,21,21,24,25,25,22,23,23,19,17,18,12,12,18,20,19,18,14,16,12,19,15,17,19,14,16,15,17,24,26,22,19,25,23,25,14,17,11,18,19,15,13,14,11,13,16,20,22,22,15,14
