Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million),Days since the total confirmed cases of COVID-19 per million people reached 1
China,CHN,"Mar 12, 2020",56.229183080248355,46
China,CHN,"Mar 13, 2020",56.24446803586252,47
China,CHN,"Mar 14, 2020",56.257668679347475,48
China,CHN,"Mar 15, 2020",56.27295363496164,49
China,CHN,"Mar 16, 2020",56.29032290270501,50
China,CHN,"Mar 17, 2020",56.36674768077582,51
China,CHN,"Mar 18, 2020",56.38967511419707,52
China,CHN,"Mar 19, 2020",56.44178291742717,53
China,CHN,"Mar 20, 2020",56.5105652176909,54
China,CHN,"Mar 21, 2020",56.565452103759945,55
China,CHN,"Mar 22, 2020",56.62311807266792,56
China,CHN,"Mar 23, 2020",56.72733367912813,57
China,CHN,"Mar 24, 2020",56.796115979391864,58
China,CHN,"Mar 25, 2020",56.8648982796556,59
China,CHN,"Mar 26, 2020",56.948965535533496,60
China,CHN,"Mar 27, 2020",57.02608508431405,61
Colombia,COL,"Mar 7, 2020",0.01965297407277465,
Colombia,COL,"Mar 10, 2020",0.058958922218323946,
Colombia,COL,"Mar 12, 2020",0.17687676665497185,
Colombia,COL,"Mar 14, 2020",0.3144475851643944,
Colombia,COL,"Mar 15, 2020",0.668201118474338,
Colombia,COL,"Mar 16, 2020",0.8843838332748593,
Colombia,COL,"Mar 17, 2020",1.120219522148155,0
Colombia,COL,"Mar 18, 2020",1.2774433147303523,1
Colombia,COL,"Mar 19, 2020",2.004603355423014,2
Colombia,COL,"Mar 20, 2020",2.5155806813151553,3
Colombia,COL,"Mar 21, 2020",3.105169903498395,4
Colombia,COL,"Mar 22, 2020",4.127124555282676,5
Colombia,COL,"Mar 23, 2020",4.618448907102042,6
Colombia,COL,"Mar 24, 2020",6.013810066269043,7
Colombia,COL,"Mar 25, 2020",7.428824199508818,8
Colombia,COL,"Mar 26, 2020",9.236897814204085,9
Colombia,COL,"Mar 27, 2020",9.649610269732353,10
Congo,COG,"Mar 16, 2020",0.18122206008888578,
Congo,COG,"Mar 17, 2020",0.18122206008888578,
Congo,COG,"Mar 18, 2020",0.18122206008888578,
Congo,COG,"Mar 19, 2020",0.5436661802666574,
Congo,COG,"Mar 20, 2020",0.5436661802666574,
Congo,COG,"Mar 21, 2020",0.5436661802666574,
Congo,COG,"Mar 22, 2020",0.7248882403555431,
Congo,COG,"Mar 23, 2020",0.7248882403555431,
Congo,COG,"Mar 24, 2020",0.7248882403555431,
Congo,COG,"Mar 25, 2020",0.7248882403555431,
Congo,COG,"Mar 26, 2020",0.7248882403555431,
Congo,COG,"Mar 27, 2020",0.7248882403555431,
Costa Rica,CRI,"Mar 7, 2020",0.1963049904262056,
Costa Rica,CRI,"Mar 9, 2020",0.9815249521310281,
Costa Rica,CRI,"Mar 10, 2020",1.7667449138358504,0
Costa Rica,CRI,"Mar 11, 2020",2.5519648755406728,1
Costa Rica,CRI,"Mar 12, 2020",4.318709789376523,2
Costa Rica,CRI,"Mar 13, 2020",4.515014779802729,3
Costa Rica,CRI,"Mar 14, 2020",5.1039297510813455,4
Costa Rica,CRI,"Mar 15, 2020",5.300234741507551,5
Costa Rica,CRI,"Mar 16, 2020",6.870674664917196,6
Costa Rica,CRI,"Mar 17, 2020",8.04850460747443,7
Costa Rica,CRI,"Mar 18, 2020",9.81524952131028,8
Costa Rica,CRI,"Mar 19, 2020",13.545044339408188,9
Costa Rica,CRI,"Mar 20, 2020",17.078534167079887,10
Costa Rica,CRI,"Mar 21, 2020",22.182463918161233,11
Costa Rica,CRI,"Mar 22, 2020",22.967683879866055,12
Costa Rica,CRI,"Mar 23, 2020",26.30486871711155,13
Costa Rica,CRI,"Mar 24, 2020",31.016188487340486,14
Costa Rica,CRI,"Mar 25, 2020",34.74598330543839,15
Costa Rica,CRI,"Mar 26, 2020",39.457303075667326,16
Costa Rica,CRI,"Mar 27, 2020",45.3464527884535,17
Cote d'Ivoire,CIV,"Mar 12, 2020",0.03790998463697873,
Cote d'Ivoire,CIV,"Mar 15, 2020",0.1516399385479149,
Cote d'Ivoire,CIV,"Mar 16, 2020",0.1516399385479149,
Cote d'Ivoire,CIV,"Mar 17, 2020",0.18954992318489364,
Cote d'Ivoire,CIV,"Mar 18, 2020",0.18954992318489364,
Cote d'Ivoire,CIV,"Mar 19, 2020",0.22745990782187236,
Cote d'Ivoire,CIV,"Mar 20, 2020",0.3411898617328086,
Cote d'Ivoire,CIV,"Mar 21, 2020",0.5307397849177022,
Cote d'Ivoire,CIV,"Mar 22, 2020",0.6444697388286383,
Cote d'Ivoire,CIV,"Mar 23, 2020",0.9477496159244682,
Cote d'Ivoire,CIV,"Mar 24, 2020",0.9477496159244682,
Cote d'Ivoire,CIV,"Mar 25, 2020",2.767428878499447,0
Cote d'Ivoire,CIV,"Mar 26, 2020",3.032798770958298,1
Cote d'Ivoire,CIV,"Mar 27, 2020",3.639358525149958,2
Croatia,HRV,"Dec 31, 2019",0,
Croatia,HRV,"Jan 1, 2020",0,
Croatia,HRV,"Jan 2, 2020",0,
Croatia,HRV,"Jan 3, 2020",0,
Croatia,HRV,"Jan 4, 2020",0,
Croatia,HRV,"Jan 5, 2020",0,
Croatia,HRV,"Jan 6, 2020",0,
Croatia,HRV,"Jan 7, 2020",0,
Croatia,HRV,"Jan 8, 2020",0,
Croatia,HRV,"Jan 9, 2020",0,
Croatia,HRV,"Jan 10, 2020",0,
Croatia,HRV,"Jan 11, 2020",0,
Croatia,HRV,"Jan 12, 2020",0,
Croatia,HRV,"Jan 13, 2020",0,
Croatia,HRV,"Jan 14, 2020",0,
Croatia,HRV,"Jan 15, 2020",0,
Croatia,HRV,"Jan 16, 2020",0,
Croatia,HRV,"Jan 17, 2020",0,
Croatia,HRV,"Jan 18, 2020",0,
Croatia,HRV,"Jan 19, 2020",0,
Croatia,HRV,"Jan 20, 2020",0,
Croatia,HRV,"Jan 21, 2020",0,
Croatia,HRV,"Jan 22, 2020",0,
Croatia,HRV,"Jan 23, 2020",0,
Croatia,HRV,"Jan 24, 2020",0,
Croatia,HRV,"Jan 25, 2020",0,
Croatia,HRV,"Jan 26, 2020",0,
Croatia,HRV,"Jan 27, 2020",0,
Croatia,HRV,"Jan 28, 2020",0,
Croatia,HRV,"Jan 29, 2020",0,
Croatia,HRV,"Jan 30, 2020",0,
Croatia,HRV,"Jan 31, 2020",0,
Croatia,HRV,"Feb 1, 2020",0,
Croatia,HRV,"Feb 2, 2020",0,
Croatia,HRV,"Feb 3, 2020",0,
Croatia,HRV,"Feb 4, 2020",0,
Croatia,HRV,"Feb 5, 2020",0,
Croatia,HRV,"Feb 6, 2020",0,
Croatia,HRV,"Feb 7, 2020",0,
Croatia,HRV,"Feb 8, 2020",0,
Croatia,HRV,"Feb 9, 2020",0,
Croatia,HRV,"Feb 10, 2020",0,
Croatia,HRV,"Feb 11, 2020",0,
Croatia,HRV,"Feb 12, 2020",0,
Croatia,HRV,"Feb 13, 2020",0,
Croatia,HRV,"Feb 14, 2020",0,
Croatia,HRV,"Feb 15, 2020",0,
Croatia,HRV,"Feb 16, 2020",0,
Croatia,HRV,"Feb 17, 2020",0,
Croatia,HRV,"Feb 18, 2020",0,
Croatia,HRV,"Feb 19, 2020",0,
Croatia,HRV,"Feb 20, 2020",0,
Croatia,HRV,"Feb 21, 2020",0,
Croatia,HRV,"Feb 22, 2020",0,
Croatia,HRV,"Feb 23, 2020",0,
Croatia,HRV,"Feb 24, 2020",0,
Croatia,HRV,"Feb 25, 2020",0,
Croatia,HRV,"Feb 26, 2020",0.24358945627910286,
Croatia,HRV,"Feb 27, 2020",0.4871789125582057,
Croatia,HRV,"Feb 28, 2020",0.7307683688373086,
Croatia,HRV,"Feb 29, 2020",1.2179472813955143,0
Croatia,HRV,"Mar 1, 2020",1.2179472813955143,1
Croatia,HRV,"Mar 2, 2020",1.7051261939537201,2
Croatia,HRV,"Mar 3, 2020",1.948715650232823,3
Croatia,HRV,"Mar 4, 2020",2.1923051065119257,4
Croatia,HRV,"Mar 5, 2020",,5
Croatia,HRV,"Mar 6, 2020",2.4358945627910287,6
Croatia,HRV,"Mar 7, 2020",2.6794840190701317,7
Croatia,HRV,"Mar 8, 2020",2.9230734753492342,8
Croatia,HRV,"Mar 9, 2020",,9
Croatia,HRV,"Mar 10, 2020",,10
Croatia,HRV,"Mar 11, 2020",3.1666629316283372,11
Croatia,HRV,"Mar 12, 2020",3.897431300465646,12
Croatia,HRV,"Mar 13, 2020",6.089736406977572,13
Croatia,HRV,"Mar 14, 2020",7.551273144652189,14
Croatia,HRV,"Mar 15, 2020",9.012809882326806,15
Croatia,HRV,"Mar 16, 2020",11.692293901396937,16
Croatia,HRV,"Mar 17, 2020",13.641009551629761,17
Croatia,HRV,"Mar 18, 2020",16.8076724832581,18
Croatia,HRV,"Mar 19, 2020",19.730745958607333,19
Croatia,HRV,"Mar 20, 2020",25.333303453026698,20
Croatia,HRV,"Mar 21, 2020",30.692271491166963,21
Croatia,HRV,"Mar 22, 2020",50.17942799349519,22
Croatia,HRV,"Mar 23, 2020",57.243522225589174,23
Croatia,HRV,"Mar 24, 2020",74.53837362140548,24
Croatia,HRV,"Mar 25, 2020",93.0511722986173,25
Croatia,HRV,"Mar 26, 2020",101.820392724665,26
Croatia,HRV,"Mar 27, 2020",120.57678085815591,27
Cuba,CUB,"Mar 12, 2020",0.26486286813290044,
Cuba,CUB,"Mar 14, 2020",0.35315049084386724,
Cuba,CUB,"Mar 15, 2020",0.35315049084386724,
Cuba,CUB,"Mar 18, 2020",0.6180133589767677,
Cuba,CUB,"Mar 19, 2020",0.9711638498206349,
Cuba,CUB,"Mar 20, 2020",1.412601963375469,0
Cuba,CUB,"Mar 21, 2020",1.854040076930303,1
Cuba,CUB,"Mar 22, 2020",2.20719056777417,2
Cuba,CUB,"Mar 23, 2020",3.0900667948838385,3
Cuba,CUB,"Mar 24, 2020",3.5315049084386723,4
Cuba,CUB,"Mar 25, 2020",4.237805890126407,5
Cuba,CUB,"Mar 26, 2020",5.032394494525108,6
Cuba,CUB,"Mar 27, 2020",5.915270721634776,7
Curacao,CUW,"Mar 13, 2020",6.0938452163315056,0
Curacao,CUW,"Mar 14, 2020",,1
Curacao,CUW,"Mar 15, 2020",,2
Curacao,CUW,"Mar 16, 2020",,3
Curacao,CUW,"Mar 17, 2020",,4
Curacao,CUW,"Mar 18, 2020",,5
Curacao,CUW,"Mar 19, 2020",,6
Curacao,CUW,"Mar 20, 2020",18.281535648994517,7
Curacao,CUW,"Mar 21, 2020",,8
Curacao,CUW,"Mar 22, 2020",,9
Curacao,CUW,"Mar 23, 2020",,10
Curacao,CUW,"Mar 24, 2020",36.56307129798903,11
Curacao,CUW,"Mar 25, 2020",,12
Curacao,CUW,"Mar 26, 2020",36.56307129798903,13
Curacao,CUW,"Mar 27, 2020",42.656916514320535,14
Cyprus,CYP,"Mar 10, 2020",1.6565053865413908,0
Cyprus,CYP,"Mar 11, 2020",,1
Cyprus,CYP,"Mar 12, 2020",4.969516159624172,2
Cyprus,CYP,"Mar 13, 2020",,3
Cyprus,CYP,"Mar 14, 2020",11.595537705789736,4
Cyprus,CYP,"Mar 15, 2020",17.393306558684603,5
Cyprus,CYP,"Mar 16, 2020",24.847580798120863,6
Cyprus,CYP,"Mar 17, 2020",33.13010773082782,7
Cyprus,CYP,"Mar 18, 2020",33.13010773082782,8
Cyprus,CYP,"Mar 19, 2020",48.038656209700335,9
Cyprus,CYP,"Mar 20, 2020",48.038656209700335,10
Cyprus,CYP,"Mar 21, 2020",55.492930449136594,11
Cyprus,CYP,"Mar 22, 2020",69.57322623473841,12
Cyprus,CYP,"Mar 23, 2020",78.68400586071607,13
Cyprus,CYP,"Mar 24, 2020",96.07731241940067,14
Cyprus,CYP,"Mar 25, 2020",102.70333396556623,15
Cyprus,CYP,"Mar 26, 2020",109.32935551173179,16
Cyprus,CYP,"Mar 27, 2020",120.92489321752153,17
Czech Republic,CZE,"Dec 31, 2019",0,
Czech Republic,CZE,"Jan 1, 2020",0,
Czech Republic,CZE,"Jan 2, 2020",0,
Czech Republic,CZE,"Jan 3, 2020",0,
Czech Republic,CZE,"Jan 4, 2020",0,
Czech Republic,CZE,"Jan 5, 2020",0,
Czech Republic,CZE,"Jan 6, 2020",0,
Czech Republic,CZE,"Jan 7, 2020",0,
Czech Republic,CZE,"Jan 8, 2020",0,
Czech Republic,CZE,"Jan 9, 2020",0,
Czech Republic,CZE,"Jan 10, 2020",0,
Czech Republic,CZE,"Jan 11, 2020",0,
Czech Republic,CZE,"Jan 12, 2020",0,
Czech Republic,CZE,"Jan 13, 2020",0,
Czech Republic,CZE,"Jan 14, 2020",0,
Czech Republic,CZE,"Jan 15, 2020",0,
Czech Republic,CZE,"Jan 16, 2020",0,
Czech Republic,CZE,"Jan 17, 2020",0,
Czech Republic,CZE,"Jan 18, 2020",0,
Czech Republic,CZE,"Jan 19, 2020",0,
Czech Republic,CZE,"Jan 20, 2020",0,
Czech Republic,CZE,"Jan 21, 2020",0,
Czech Republic,CZE,"Jan 22, 2020",0,
Czech Republic,CZE,"Jan 23, 2020",0,
Czech Republic,CZE,"Jan 24, 2020",0,
Czech Republic,CZE,"Jan 25, 2020",0,
Czech Republic,CZE,"Jan 26, 2020",0,
Czech Republic,CZE,"Jan 27, 2020",0,
Czech Republic,CZE,"Jan 28, 2020",0,
Czech Republic,CZE,"Jan 29, 2020",0,
Czech Republic,CZE,"Jan 30, 2020",0,
Czech Republic,CZE,"Jan 31, 2020",0,
Czech Republic,CZE,"Feb 1, 2020",0,
Czech Republic,CZE,"Feb 2, 2020",0,
Czech Republic,CZE,"Feb 3, 2020",0,
Czech Republic,CZE,"Feb 4, 2020",0,
Czech Republic,CZE,"Feb 5, 2020",0,
Czech Republic,CZE,"Feb 6, 2020",0,
Czech Republic,CZE,"Feb 7, 2020",0,
Czech Republic,CZE,"Feb 8, 2020",0,
Czech Republic,CZE,"Feb 9, 2020",0,
Czech Republic,CZE,"Feb 10, 2020",0,
Czech Republic,CZE,"Feb 11, 2020",0,
Czech Republic,CZE,"Feb 12, 2020",0,
Czech Republic,CZE,"Feb 13, 2020",0,
Czech Republic,CZE,"Feb 14, 2020",0,
Czech Republic,CZE,"Feb 15, 2020",0,
Czech Republic,CZE,"Feb 16, 2020",0,
Czech Republic,CZE,"Feb 17, 2020",0,
Czech Republic,CZE,"Feb 18, 2020",0,
Czech Republic,CZE,"Feb 19, 2020",0,
Czech Republic,CZE,"Feb 20, 2020",0,
Czech Republic,CZE,"Feb 21, 2020",0,
Czech Republic,CZE,"Feb 22, 2020",0,
Czech Republic,CZE,"Feb 23, 2020",0,
Czech Republic,CZE,"Feb 24, 2020",0,
Czech Republic,CZE,"Feb 25, 2020",0,
Czech Republic,CZE,"Feb 26, 2020",0,
Czech Republic,CZE,"Feb 27, 2020",0,
Czech Republic,CZE,"Feb 28, 2020",0,
Czech Republic,CZE,"Feb 29, 2020",0,
Czech Republic,CZE,"Mar 1, 2020",0,
Czech Republic,CZE,"Mar 2, 2020",0.2801386723780094,
Czech Republic,CZE,"Mar 3, 2020",0.4668977872966823,
Czech Republic,CZE,"Mar 4, 2020",0.4668977872966823,
Czech Republic,CZE,"Mar 5, 2020",0.7470364596746917,
Czech Republic,CZE,"Mar 6, 2020",1.1205546895120375,0
Czech Republic,CZE,"Mar 7, 2020",1.7742115917273928,1
Czech Republic,CZE,"Mar 8, 2020",2.427868493942748,2
Czech Republic,CZE,"Mar 9, 2020",2.9881458386987667,3
Czech Republic,CZE,"Mar 10, 2020",3.7351822983734584,4
Czech Republic,CZE,"Mar 11, 2020",5.882912119938197,5
Czech Republic,CZE,"Mar 12, 2020",8.777678401177628,6
Czech Republic,CZE,"Mar 13, 2020",10.83202866528303,7
Czech Republic,CZE,"Mar 14, 2020",14.00693361890047,8
Czech Republic,CZE,"Mar 15, 2020",19.983225296298002,9
Czech Republic,CZE,"Mar 16, 2020",27.827108122882265,10
Czech Republic,CZE,"Mar 17, 2020",32.12256776601174,11
Czech Republic,CZE,"Mar 18, 2020",40.52672793735203,12
Czech Republic,CZE,"Mar 19, 2020",48.744128993773636,13
Czech Republic,CZE,"Mar 20, 2020",64.80541287677951,14
Czech Republic,CZE,"Mar 21, 2020",84.41511994324017,15
Czech Republic,CZE,"Mar 22, 2020",92.91265967203978,16
Czech Republic,CZE,"Mar 23, 2020",108.78718444012698,17
Czech Republic,CZE,"Mar 24, 2020",115.41713301973986,18
Czech Republic,CZE,"Mar 25, 2020",130.17110309831503,19
Czech Republic,CZE,"Mar 26, 2020",154.4497880377425,20
Czech Republic,CZE,"Mar 27, 2020",192.5486474811518,21
Democratic Republic of Congo,COD,"Mar 11, 2020",0.011165523934841397,
Democratic Republic of Congo,COD,"Mar 14, 2020",0.022331047869682794,
Democratic Republic of Congo,COD,"Mar 15, 2020",0.022331047869682794,
Democratic Republic of Congo,COD,"Mar 16, 2020",0.022331047869682794,
Democratic Republic of Congo,COD,"Mar 17, 2020",0.03349657180452419,
Democratic Republic of Congo,COD,"Mar 18, 2020",0.03349657180452419,
Democratic Republic of Congo,COD,"Mar 19, 2020",0.15631733508777956,
Democratic Republic of Congo,COD,"Mar 20, 2020",0.15631733508777956,
Democratic Republic of Congo,COD,"Mar 21, 2020",0.15631733508777956,
Democratic Republic of Congo,COD,"Mar 22, 2020",0.2568070505013521,
Democratic Republic of Congo,COD,"Mar 23, 2020",0.2903036223058763,
Democratic Republic of Congo,COD,"Mar 24, 2020",0.2903036223058763,
Democratic Republic of Congo,COD,"Mar 25, 2020",0.5024485770678628,
Democratic Republic of Congo,COD,"Mar 26, 2020",0.5024485770678628,
Democratic Republic of Congo,COD,"Mar 27, 2020",0.6029382924814355,
Denmark,DNK,"Dec 31, 2019",0,
Denmark,DNK,"Jan 1, 2020",0,
Denmark,DNK,"Jan 2, 2020",0,
Denmark,DNK,"Jan 3, 2020",0,
Denmark,DNK,"Jan 4, 2020",0,
Denmark,DNK,"Jan 5, 2020",0,
Denmark,DNK,"Jan 6, 2020",0,
Denmark,DNK,"Jan 7, 2020",0,
Denmark,DNK,"Jan 8, 2020",0,
Denmark,DNK,"Jan 9, 2020",0,
Denmark,DNK,"Jan 10, 2020",0,
Denmark,DNK,"Jan 11, 2020",0,
Denmark,DNK,"Jan 12, 2020",0,
Denmark,DNK,"Jan 13, 2020",0,
Denmark,DNK,"Jan 14, 2020",0,
Denmark,DNK,"Jan 15, 2020",0,
Denmark,DNK,"Jan 16, 2020",0,
Denmark,DNK,"Jan 17, 2020",0,
Denmark,DNK,"Jan 18, 2020",0,
Denmark,DNK,"Jan 19, 2020",0,
Denmark,DNK,"Jan 20, 2020",0,
Denmark,DNK,"Jan 21, 2020",0,
Denmark,DNK,"Jan 22, 2020",0,
Denmark,DNK,"Jan 23, 2020",0,
Denmark,DNK,"Jan 24, 2020",0,
Denmark,DNK,"Jan 25, 2020",0,
Denmark,DNK,"Jan 26, 2020",0,
Denmark,DNK,"Jan 27, 2020",0,
Denmark,DNK,"Jan 28, 2020",0,
Denmark,DNK,"Jan 29, 2020",0,
Denmark,DNK,"Jan 30, 2020",0,
Denmark,DNK,"Jan 31, 2020",0,
Denmark,DNK,"Feb 1, 2020",0,
Denmark,DNK,"Feb 2, 2020",0,
Denmark,DNK,"Feb 3, 2020",0,
Denmark,DNK,"Feb 4, 2020",0,
Denmark,DNK,"Feb 5, 2020",0,
Denmark,DNK,"Feb 6, 2020",0,
Denmark,DNK,"Feb 7, 2020",0,
Denmark,DNK,"Feb 8, 2020",0,
Denmark,DNK,"Feb 9, 2020",0,
Denmark,DNK,"Feb 10, 2020",0,
Denmark,DNK,"Feb 11, 2020",0,
Denmark,DNK,"Feb 12, 2020",0,
Denmark,DNK,"Feb 13, 2020",0,
Denmark,DNK,"Feb 14, 2020",0,
Denmark,DNK,"Feb 15, 2020",0,
Denmark,DNK,"Feb 16, 2020",0,
Denmark,DNK,"Feb 17, 2020",0,
Denmark,DNK,"Feb 18, 2020",0,
Denmark,DNK,"Feb 19, 2020",0,
Denmark,DNK,"Feb 20, 2020",0,
Denmark,DNK,"Feb 21, 2020",0,
Denmark,DNK,"Feb 22, 2020",0,
Denmark,DNK,"Feb 23, 2020",0,
Denmark,DNK,"Feb 24, 2020",0,
Denmark,DNK,"Feb 25, 2020",0,
Denmark,DNK,"Feb 26, 2020",0,
Denmark,DNK,"Feb 27, 2020",0.17264588274962048,
Denmark,DNK,"Feb 28, 2020",0.17264588274962048,
Denmark,DNK,"Feb 29, 2020",0.34529176549924095,
Denmark,DNK,"Mar 1, 2020",0.5179376482488615,
Denmark,DNK,"Mar 2, 2020",0.6905835309984819,
Denmark,DNK,"Mar 3, 2020",0.8632294137481025,
Denmark,DNK,"Mar 4, 2020",1.3811670619969638,0
Denmark,DNK,"Mar 5, 2020",1.726458827496205,1
Denmark,DNK,"Mar 6, 2020",3.45291765499241,2
Denmark,DNK,"Mar 7, 2020",3.970855303241271,3
Denmark,DNK,"Mar 8, 2020",5.352022365238235,4
Denmark,DNK,"Mar 9, 2020",6.560543544485578,5
Denmark,DNK,"Mar 10, 2020",19.508984750707114,6
Denmark,DNK,"Mar 11, 2020",45.57851304589981,7
Denmark,DNK,"Mar 12, 2020",89.08527549880417,8
Denmark,DNK,"Mar 13, 2020",116.70861673874344,9
Denmark,DNK,"Mar 14, 2020",138.80728973069486,10
Denmark,DNK,"Mar 15, 2020",142.77814503393614,11
Denmark,DNK,"Mar 16, 2020",151.06514740591794,12
Denmark,DNK,"Mar 17, 2020",160.9059627226463,13
Denmark,DNK,"Mar 18, 2020",176.78938393561137,14
Denmark,DNK,"Mar 19, 2020",192.50015926582685,15
Denmark,DNK,"Mar 20, 2020",198.71541104481318,16
Denmark,DNK,"Mar 21, 2020",216.6705828507737,17
Denmark,DNK,"Mar 22, 2020",228.92844052599676,18
Denmark,DNK,"Mar 23, 2020",240.84100643572057,19
Denmark,DNK,"Mar 24, 2020",252.0629888144459,20
Denmark,DNK,"Mar 25, 2020",274.6795994546462,21
Denmark,DNK,"Mar 26, 2020",297.6415018603457,22
Denmark,DNK,"Mar 27, 2020",324.05632192103764,23
Djibouti,DJI,"Mar 19, 2020",1.0121437001139673,0
Djibouti,DJI,"Mar 20, 2020",1.0121437001139673,1
Djibouti,DJI,"Mar 21, 2020",1.0121437001139673,2
Djibouti,DJI,"Mar 22, 2020",1.0121437001139673,3
Djibouti,DJI,"Mar 23, 2020",1.0121437001139673,4
Djibouti,DJI,"Mar 24, 2020",3.036431100341902,5
Djibouti,DJI,"Mar 25, 2020",3.036431100341902,6
Djibouti,DJI,"Mar 26, 2020",12.145724401367607,7
Djibouti,DJI,"Mar 27, 2020",18.218586602051413,8
Dominica,DMA,"Mar 23, 2020",13.89062521704102,0
Dominica,DMA,"Mar 24, 2020",13.89062521704102,1
Dominica,DMA,"Mar 25, 2020",27.78125043408204,2
Dominica,DMA,"Mar 26, 2020",97.23437651928714,3
Dominica,DMA,"Mar 27, 2020",152.79687738745122,4
Dominican Republic,DOM,"Dec 31, 2019",0,
Dominican Republic,DOM,"Jan 1, 2020",0,
Dominican Republic,DOM,"Jan 2, 2020",0,
Dominican Republic,DOM,"Jan 3, 2020",0,
Dominican Republic,DOM,"Jan 4, 2020",0,
Dominican Republic,DOM,"Jan 5, 2020",0,
Dominican Republic,DOM,"Jan 6, 2020",0,
Dominican Republic,DOM,"Jan 7, 2020",0,
Dominican Republic,DOM,"Jan 8, 2020",0,
Dominican Republic,DOM,"Jan 9, 2020",0,
Dominican Republic,DOM,"Jan 10, 2020",0,
Dominican Republic,DOM,"Jan 11, 2020",0,
Dominican Republic,DOM,"Jan 12, 2020",0,
Dominican Republic,DOM,"Jan 13, 2020",0,
Dominican Republic,DOM,"Jan 14, 2020",0,
Dominican Republic,DOM,"Jan 15, 2020",0,
Dominican Republic,DOM,"Jan 16, 2020",0,
Dominican Republic,DOM,"Jan 17, 2020",0,
Dominican Republic,DOM,"Jan 18, 2020",0,
Dominican Republic,DOM,"Jan 19, 2020",0,
Dominican Republic,DOM,"Jan 20, 2020",0,
Dominican Republic,DOM,"Jan 21, 2020",0,
Dominican Republic,DOM,"Jan 22, 2020",0,
Dominican Republic,DOM,"Jan 23, 2020",0,
Dominican Republic,DOM,"Jan 24, 2020",0,
Dominican Republic,DOM,"Jan 25, 2020",0,
Dominican Republic,DOM,"Jan 26, 2020",0,
Dominican Republic,DOM,"Jan 27, 2020",0,
Dominican Republic,DOM,"Jan 28, 2020",0,
Dominican Republic,DOM,"Jan 29, 2020",0,
Dominican Republic,DOM,"Jan 30, 2020",0,
Dominican Republic,DOM,"Jan 31, 2020",0,
Dominican Republic,DOM,"Feb 1, 2020",0,
Dominican Republic,DOM,"Feb 2, 2020",0,
Dominican Republic,DOM,"Feb 3, 2020",0,
Dominican Republic,DOM,"Feb 4, 2020",0,
Dominican Republic,DOM,"Feb 5, 2020",0,
Dominican Republic,DOM,"Feb 6, 2020",0,
Dominican Republic,DOM,"Feb 7, 2020",0,
Dominican Republic,DOM,"Feb 8, 2020",0,
Dominican Republic,DOM,"Feb 9, 2020",0,
Dominican Republic,DOM,"Feb 10, 2020",0,
Dominican Republic,DOM,"Feb 11, 2020",0,
Dominican Republic,DOM,"Feb 12, 2020",0,
Dominican Republic,DOM,"Feb 13, 2020",0,
Dominican Republic,DOM,"Feb 14, 2020",0,
Dominican Republic,DOM,"Feb 15, 2020",0,
Dominican Republic,DOM,"Feb 16, 2020",0,
Dominican Republic,DOM,"Feb 17, 2020",0,
Dominican Republic,DOM,"Feb 18, 2020",0,
Dominican Republic,DOM,"Feb 19, 2020",0,
Dominican Republic,DOM,"Feb 20, 2020",0,
Dominican Republic,DOM,"Feb 21, 2020",0,
Dominican Republic,DOM,"Feb 22, 2020",0,
Dominican Republic,DOM,"Feb 23, 2020",0,
Dominican Republic,DOM,"Feb 24, 2020",0,
Dominican Republic,DOM,"Feb 25, 2020",0,
Dominican Republic,DOM,"Feb 26, 2020",0,
Dominican Republic,DOM,"Feb 27, 2020",0,
Dominican Republic,DOM,"Feb 28, 2020",0,
Dominican Republic,DOM,"Feb 29, 2020",0,
Dominican Republic,DOM,"Mar 1, 2020",0,
Dominican Republic,DOM,"Mar 2, 2020",0.09218370664047175,
Dominican Republic,DOM,"Mar 7, 2020",0.1843674132809435,
Dominican Republic,DOM,"Mar 10, 2020",0.46091853320235876,
Dominican Republic,DOM,"Mar 14, 2020",1.0140207730451891,0
Dominican Republic,DOM,"Mar 15, 2020",1.0140207730451891,1
Dominican Republic,DOM,"Mar 16, 2020",1.0140207730451891,2
Dominican Republic,DOM,"Mar 17, 2020",1.0140207730451891,3
Dominican Republic,DOM,"Mar 18, 2020",1.0140207730451891,4
Dominican Republic,DOM,"Mar 19, 2020",1.9358578394499066,5
Dominican Republic,DOM,"Mar 20, 2020",1.9358578394499066,6
Dominican Republic,DOM,"Mar 21, 2020",3.134246025776039,7
Dominican Republic,DOM,"Mar 22, 2020",10.324575143732835,8
Dominican Republic,DOM,"Mar 23, 2020",18.62110874137529,9
Dominican Republic,DOM,"Mar 24, 2020",22.58500812691558,10
Dominican Republic,DOM,"Mar 25, 2020",28.761316471827186,11
Dominican Republic,DOM,"Mar 26, 2020",36.136013003064924,12
Dominican Republic,DOM,"Mar 27, 2020",44.98564884055021,13
Ecuador,ECU,"Dec 31, 2019",0,
Ecuador,ECU,"Jan 1, 2020",0,
Ecuador,ECU,"Jan 2, 2020",0,
Ecuador,ECU,"Jan 3, 2020",0,
Ecuador,ECU,"Jan 4, 2020",0,
Ecuador,ECU,"Jan 5, 2020",0,
Ecuador,ECU,"Jan 6, 2020",0,
Ecuador,ECU,"Jan 7, 2020",0,
