"","Country","country_region_code","sub_region_1","sub_region_2","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"12","Angola","AO","","","2020-04-11",-53,-32,-37,-44,-31,22,-39.4,2020-04-11,"",2020-03-24,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Angola","Yes",2020-03-27,NA,19,2,NA,5,62,2,NA,NA,NA,NA,NA,NA,23.3770491803279,22.4375,24.4137931034483,1.97629310344828,85.3770491803279,88.46875,81.9655172413793,-6.50323275862068,"AGO","GDP per capita, PPP (constant 2011 international $)",5725.327238,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.886000156,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.4,"Population ages 15-64 (% of total population)",50.97470164,"Population ages 65 and above (% of total population)",2.216373648,8.65265498626488,"Angola","Hospital beds (per 1,000 people)",NA,2017,49.57,4,"AGO",-1.048023,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",12127071,1246700,9.7,0.13,0,191.19,1900,42,7.8,2.41,0.24,97.35,NA,45.11,24.2,0.096,0.658,0.246,1.64920284543564e-07,1.56674270316386e-06,-15.6178036037662,NA,NA
"13","Antigua and Barbuda","AG","","","2020-04-11",-70,-45,-56,-83,-68,NA,-64.4,2020-04-11,"",NA,"None","","No",2020-03-15,NA,21,2,NA,0,NA,14,NA,NA,NA,NA,NA,NA,25.983606557377,25.9375,26.0344827586207,0.0969827586206904,74.7540983606557,75.40625,74.0344827586207,-1.37176724137932,"ATG","GDP per capita, PPP (constant 2011 international $)",23840.7299,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.9,"Population ages 15-64 (% of total population)",69.11908273,"Population ages 65 and above (% of total population)",8.79982552,10.0791507373213,"Antigua and Barbuda","Hospital beds (per 1,000 people)",3.9,NA,NA,NA,"ATG",0.3933258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Argentina","AR","","","2020-04-11",-84,-34,-80,-67,-52,27,-63.4,2020-04-11,"",2020-03-20,"Full","https://www.bloomberg.com/news/articles/2020-03-20/argentina-orders-exceptional-lockdown-in-bid-to-contain-virus","Yes",2020-03-04,2020-03-08,2208,95,2,9,58,25,21,8.653581943,6.493069307,2.478174603,7.417879418,6,31,30.3125,31.7586206896552,1.44612068965517,35.2131147540984,36.75,33.5172413793103,-3.23275862068966,"ARG","GDP per capita, PPP (constant 2011 international $)",18288.2446,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.788999557,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.9,"Population ages 15-64 (% of total population)",64.12127729,"Population ages 65 and above (% of total population)",11.11778888,9.81401376083579,"Argentina","Hospital beds (per 1,000 people)",4.9,2017,34.33,7,"ARG",-0.2400078,"ARG",-0.22930798,0.041503169,0.15967931,-0.14045727,0.027346682,-0.20673333,"LATIN AMER. & CARIB    ",39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547,2.37965025303322e-06,5.53080816704984e-05,-12.9485570335865,5.00979000638573e-08,-16.8092867446271
"15","Aruba","AW","","","2020-04-11",-71,-18,-52,-76,-64,NA,-56.2,2020-04-11,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Aruba","Yes",NA,NA,92,0,NA,13,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABW","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",68.64660589,"Population ages 65 and above (% of total population)",13.55094714,NA,"Aruba","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"ABW",1.297575,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",71891,193,372.5,35.49,0,5.89,28000,97,516.1,10.53,0,89.47,2,11.03,6.68,0.004,0.333,0.663,0,0.00127971512428538,NA,NA,NA
"16","Australia","AU","","","2020-04-11",-40,-2,-51,-63,-41,18,-39.4,2020-04-11,"Queensland",NA,"None","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Australia","No",2020-01-25,2020-03-01,6322,61,6,0,NA,64,28,9.112033195,7.004163775,2.133242692,7.700908456,6,24.0947176684882,24.7951388888889,23.3218390804598,-1.47329980842912,66.4845173041894,66.7118055555556,66.2337164750958,-0.478089080459768,"AUS","GDP per capita, PPP (constant 2011 international $)",45377.75514,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.268000126,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.6,"Population ages 15-64 (% of total population)",65.15290773,"Population ages 65 and above (% of total population)",15.65647523,10.7227772890627,"Australia","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"AUS",1.715279,"AUS",0.65700376,0.13713655,0.069660023,0.022189751,0.15533145,0.29897258,"OCEANIA                            ",20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7,3.01025232724581e-06,0.000311980577259804,-12.7134866530672,2.96090392843851e-07,-15.0326010480125
"17","Austria","AT","","","2020-04-11",-81,-27,-20,-62,-45,15,-47,2020-04-11,"",2020-03-16,"Full","https://www.reuters.com/article/us-health-coronavirus-austria/austria-close-to-standstill-starts-biggest-repatriation-effort-ever-idUSKBN21427X","Yes",NA,2020-03-13,13937,350,4,13,54,NA,16,NA,NA,NA,NA,NA,5.95081967213115,4.9375,7.06896551724138,2.13146551724138,82.2295081967213,81.1875,83.3793103448276,2.19181034482759,"AUT","GDP per capita, PPP (constant 2011 international $)",46260.38238,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.673999786,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.6,"Population ages 15-64 (% of total population)",66.70048591,"Population ages 65 and above (% of total population)",19.00156646,10.7420412016397,"Austria","Hospital beds (per 1,000 people)",7.6,NA,NA,NA,"AUT",1.875834,"AUT",0.60828501,-0.061829153,0.16104659,-0.055415452,-0.03536313,0.15462811,"WESTERN EUROPE                     ",8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678,4.27200203103182e-05,0.00170111120875687,-10.0608428878837,4.88228803546494e-07,-14.5324816812472
"18","Bahrain","BH","","","2020-04-11",-38,-15,-44,-37,-20,15,-30.8,2020-04-11,"",2020-02-25,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bahrain","Yes",2020-02-24,2020-03-17,1136,6,1,33,34,34,12,7.218410042,NA,2.171019377,5.021757322,6,20.3934426229508,18.65625,22.3103448275862,3.65409482758621,63.7377049180328,62.65625,64.9310344827586,2.27478448275862,"BHR","GDP per capita, PPP (constant 2011 international $)",41973.11293,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.713999987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.9,"Population ages 15-64 (% of total population)",78.319356,"Population ages 65 and above (% of total population)",2.426333878,10.6447845239369,"Bahrain","Hospital beds (per 1,000 people)",2.1,NA,NA,NA,"BHR",0.4127088,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.3,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608,8.58879019732745e-06,0.00162614427736066,-11.6650526703818,1.43146503288791e-06,-13.4568121396099
"19","Bangladesh","BD","","","2020-04-11",-76,-55,-34,-72,-58,25,-59,2020-04-11,"",2020-03-19,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bangladesh","Yes",2020-03-30,2020-03-23,621,34,0,10,57,-1,6,NA,NA,2.157782516,NA,4,30.2950819672131,28.375,32.4137931034483,4.03879310344828,42.6065573770492,40.90625,44.4827586206897,3.57650862068966,"BGD","GDP per capita, PPP (constant 2011 international $)",3879.161524,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.190000057,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.6,"Population ages 15-64 (% of total population)",67.13558688,"Population ages 65 and above (% of total population)",5.15839064,8.26337430720205,"Bangladesh","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"BGD",-0.6402364,"BGD",0.081136711,-0.19806775,0.15436757,0.11328817,0.90646327,-0.17336532,"ASIA (EX. NEAR EAST)         ",147365352,144000,1023.4,0.4,-0.71,62.6,1900,43.1,7.3,62.11,3.07,34.82,2,29.8,8.27,0.199,0.198,0.603,2.30719090604147e-07,4.21401633132868e-06,-15.2820649244138,0,NA
"20","Barbados","BB","","","2020-04-11",-77,-62,-67,-81,-67,25,-70.8,2020-04-11,"",2020-03-28,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Barbados","Yes",2020-03-18,2020-04-06,71,4,0,1,66,11,-8,NA,NA,NA,NA,NA,26.9016393442623,26.875,26.9310344827586,0.0560344827586192,74.983606557377,75.6875,74.2068965517241,-1.48060344827586,"BRB","GDP per capita, PPP (constant 2011 international $)",16463.51743,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.33100033,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13,"Population ages 15-64 (% of total population)",66.85435789,"Population ages 65 and above (% of total population)",15.80269396,9.70890214702716,"Barbados","Hospital beds (per 1,000 people)",6.2,NA,NA,NA,"BRB",0.3949094,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",279912,431,649.5,22.51,-0.31,12.5,15700,97.4,481.9,37.21,2.33,60.46,2,12.71,8.67,0.06,0.16,0.78,1.4290205493155e-05,0.000253651147503501,-11.1559361859191,0,NA
"21","Belarus","BY","","","2020-04-11",-31,-7,5,-27,-22,4,-16.4,2020-04-11,"",NA,"None","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus","No",2020-02-28,2020-04-05,2578,26,0,0,NA,30,-7,7.480052322,4.613157895,2.233022636,7.40105194,6,4.62295081967213,3.09375,6.31034482758621,3.21659482758621,79.8688524590164,82.78125,76.6551724137931,-6.12607758620689,"BLR","GDP per capita, PPP (constant 2011 international $)",17741.86223,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.59499979,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.5,"Population ages 15-64 (% of total population)",68.28890878,"Population ages 65 and above (% of total population)",14.84514817,9.78368222386044,"Belarus","Hospital beds (per 1,000 people)",11,2017,83.47,21,"BLR",-0.8329659,NA,NA,NA,NA,NA,NA,NA,"C.W. OF IND. STATES ",10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591,2.5259858364088e-06,0.000250461211010073,-12.8888791411741,0,NA
"22","Belgium","BE","","","2020-04-11",-79,-25,-20,-60,-47,20,-46.2,2020-04-11,"",2020-03-17,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-02-04,2020-03-15,29647,3600,14,12,55,54,14,NA,NA,NA,NA,NA,9.50819672131148,9.125,9.93103448275862,0.806034482758621,78.6393442622951,78.96875,78.2758620689655,-0.692887931034477,"BEL","GDP per capita, PPP (constant 2011 international $)",43582.1284,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.589000225,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.9,"Population ages 15-64 (% of total population)",64.1558335,"Population ages 65 and above (% of total population)",18.78874374,10.682402446223,"Belgium","Hospital beds (per 1,000 people)",6.3,NA,NA,NA,"BEL",1.3679,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749,0.000346851985828784,0.00285642245107388,-7.96661242282491,1.3488688337786e-06,-13.5162442176539
"23","Belize","BZ","","","2020-04-11",-76,-50,-64,-81,-68,NA,-67.8,2020-04-11,"",2020-03-30,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belize","Yes",2020-03-24,2020-04-06,14,2,NA,-1,68,5,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLZ","GDP per capita, PPP (constant 2011 international $)",7673.653587,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.413000107,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",19.4,"Population ages 15-64 (% of total population)",64.98377585,"Population ages 65 and above (% of total population)",4.736458777,8.94554812866213,"Belize","Hospital beds (per 1,000 people)",0.9,NA,NA,NA,"BLZ",-0.823954,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",287730,22966,12.5,1.68,0,25.69,4900,94.1,115.7,2.85,1.71,95.44,2,28.84,5.72,0.142,0.152,0.612,6.95096097035415e-06,4.86567267924791e-05,-11.8766306388302,NA,NA
